MaPhongDuocDat,MaDatPhong,MaPhong,NgayNhanPhong,NgayTraPhong,TongTienPhong
PDD016445,DP12189,BLU002_R016,2024-08-03,2024-08-07,6800000
PDD016446,DP12190,NTN002_R024,2024-08-03,2024-08-08,14000000
PDD016447,DP12191,BDG001_R038,2024-08-03,2024-08-07,6800000
PDD016448,DP12192,GLI001_R020,2024-08-03,2024-08-07,6000000
PDD016449,DP12193,BTE001_R011,2024-08-03,2024-08-06,5400000
PDD016450,DP12193,HYN001_R026,2024-08-03,2024-08-07,5200000
PDD016451,DP12194,AGG003_R016,2024-08-03,2024-08-06,5400000
PDD016452,DP12194,LAG002_R009,2024-08-03,2024-08-06,5400000
PDD016453,DP12195,BRV002_R006,2024-08-03,2024-08-07,4800000
PDD016454,DP12196,NDH001_R025,2024-08-03,2024-08-08,5000000
PDD016455,DP12197,BGG002_R019,2024-08-03,2024-08-04,1500000
PDD016456,DP12198,THA002_R011,2024-08-03,2024-08-05,4800000
PDD016457,DP12199,CMU002_R001,2024-08-03,2024-08-07,4800000
PDD016458,DP12200,DNO002_R014,2024-08-03,2024-08-07,6000000
PDD016459,DP12201,NTN002_R018,2024-08-03,2024-08-08,7500000
PDD016460,DP12201,KGI002_R014,2024-08-03,2024-08-04,1800000
PDD016461,DP12202,BRV004_R017,2024-08-03,2024-08-05,3600000
PDD016462,DP12203,DNA002_R028,2024-08-03,2024-08-07,8800000
PDD016463,DP12203,KTM001_R007,2024-08-03,2024-08-07,7200000
PDD016464,DP12204,BRV004_R010,2024-08-03,2024-08-06,3600000
PDD016465,DP12205,BGG002_R029,2024-08-03,2024-08-06,6600000
PDD016466,DP12206,NTN002_R001,2024-08-03,2024-08-06,3600000
PDD016467,DP12207,BNH002_R018,2024-08-03,2024-08-06,5400000
PDD016468,DP12207,AGG003_R021,2024-08-03,2024-08-04,1500000
PDD016469,DP12208,BTN002_R023,2024-08-03,2024-08-07,6800000
PDD016470,DP12209,DNA001_R010,2024-08-03,2024-08-07,14000000
PDD016471,DP12209,BTN002_R009,2024-08-03,2024-08-07,7200000
PDD016472,DP12210,DLK001_R006,2024-08-03,2024-08-05,2400000
PDD016473,DP12211,CMU002_R025,2024-08-03,2024-08-05,7000000
PDD016474,DP12212,TNH002_R003,2024-08-03,2024-08-05,2400000
PDD016475,DP12213,TBG001_R027,2024-08-03,2024-08-07,4400000
PDD016476,DP12214,BNH001_R023,2024-08-03,2024-08-04,1700000
PDD016477,DP12215,DTP001_R032,2024-08-03,2024-08-06,5100000
PDD016478,DP12216,YBI002_R028,2024-08-03,2024-08-06,6600000
PDD016479,DP12216,QBI001_R031,2024-08-03,2024-08-07,8800000
PDD016480,DP12217,DBI001_R018,2024-08-03,2024-08-04,2800000
PDD016481,DP12218,DTP001_R007,2024-08-03,2024-08-04,1200000
PDD016482,DP12218,PYN002_R033,2024-08-03,2024-08-07,8000000
PDD016483,DP12219,CBG001_R010,2024-08-03,2024-08-07,6000000
PDD016484,DP12220,BDG001_R005,2024-08-03,2024-08-08,6000000
PDD016485,DP12220,TBI001_R009,2024-08-03,2024-08-06,5400000
PDD016486,DP12221,NTN002_R030,2024-08-03,2024-08-07,8000000
PDD016487,DP12222,KHA002_R013,2024-08-03,2024-08-08,12000000
PDD016488,DP12223,TNI001_R023,2024-08-03,2024-08-06,5100000
PDD016489,DP12223,HYN002_R011,2024-08-03,2024-08-06,6600000
PDD016490,DP12224,HUG001_R025,2024-08-03,2024-08-07,4000000
PDD016491,DP12225,HNO003_R012,2024-08-03,2024-08-06,5400000
PDD016492,DP12226,HNO001_R024,2024-08-03,2024-08-08,14000000
PDD016493,DP12227,DNG003_R004,2024-08-03,2024-08-04,1200000
PDD016494,DP12228,BTN002_R014,2024-08-04,2024-08-08,6000000
PDD016495,DP12229,NTN002_R012,2024-08-04,2024-08-06,3600000
PDD016496,DP12230,CMU001_R028,2024-08-04,2024-08-09,10000000
PDD016497,DP12231,BDG002_R001,2024-08-04,2024-08-06,2400000
PDD016498,DP12231,TNI001_R022,2024-08-04,2024-08-09,8500000
PDD016499,DP12232,HNA001_R002,2024-08-04,2024-08-08,4800000
PDD016500,DP12232,HPG002_R031,2024-08-04,2024-08-09,11000000
PDD016501,DP12232,KGI001_R021,2024-08-04,2024-08-07,5100000
PDD016502,DP12233,QNG001_R014,2024-08-04,2024-08-08,7200000
PDD016503,DP12234,BRV003_R011,2024-08-04,2024-08-08,7200000
PDD016504,DP12235,VPC001_R012,2024-08-04,2024-08-09,9000000
PDD016505,DP12235,KGI002_R017,2024-08-04,2024-08-07,5400000
PDD016506,DP12236,QNI001_R026,2024-08-04,2024-08-07,3900000
PDD016507,DP12237,BNH001_R023,2024-08-04,2024-08-08,6800000
PDD016508,DP12238,BRV004_R016,2024-08-04,2024-08-08,7200000
PDD016509,DP12239,QNG001_R022,2024-08-04,2024-08-07,7200000
PDD016510,DP12239,QBI001_R035,2024-08-04,2024-08-09,10000000
PDD016511,DP12240,TVH002_R010,2024-08-04,2024-08-08,7200000
PDD016512,DP12241,BDG001_R036,2024-08-04,2024-08-05,1700000
PDD016513,DP12242,QTR001_R030,2024-08-04,2024-08-09,17500000
PDD016514,DP12242,YBI002_R015,2024-08-04,2024-08-08,7200000
PDD016515,DP12243,DLK002_R001,2024-08-04,2024-08-09,6000000
PDD016516,DP12244,AGG003_R008,2024-08-04,2024-08-09,6000000
PDD016517,DP12244,HBI002_R013,2024-08-04,2024-08-08,7200000
PDD016518,DP12244,HBI001_R002,2024-08-04,2024-08-06,2400000
PDD016519,DP12245,STG002_R005,2024-08-04,2024-08-08,7200000
PDD016520,DP12246,HTH001_R032,2024-08-04,2024-08-09,8500000
PDD016521,DP12246,BTN002_R020,2024-08-04,2024-08-05,2200000
PDD016522,DP12247,HGG002_R002,2024-08-04,2024-08-09,6000000
PDD016523,DP12248,GLI002_R009,2024-08-04,2024-08-07,5400000
PDD016524,DP12249,TBG002_R008,2024-08-04,2024-08-09,12000000
PDD016525,DP12250,QTR002_R031,2024-08-04,2024-08-09,11000000
PDD016526,DP12251,GLI001_R034,2024-08-04,2024-08-07,5100000
PDD016527,DP12252,BGG003_R010,2024-08-04,2024-08-06,2400000
PDD016528,DP12253,BLU002_R010,2024-08-04,2024-08-05,2400000
PDD016529,DP12254,LDO002_R008,2024-08-04,2024-08-08,7200000
PDD016530,DP12254,TVH002_R009,2024-08-04,2024-08-08,7200000
PDD016531,DP12255,QNI001_R016,2024-08-04,2024-08-08,6000000
PDD016532,DP12255,NTN002_R004,2024-08-04,2024-08-06,2400000
PDD016533,DP12256,BRV004_R034,2024-08-04,2024-08-08,6800000
PDD016534,DP12257,DTP001_R022,2024-08-04,2024-08-07,8400000
PDD016535,DP12258,DBI002_R026,2024-08-04,2024-08-06,2600000
PDD016536,DP12258,QBI002_R012,2024-08-04,2024-08-05,1700000
PDD016537,DP12259,HTH001_R003,2024-08-04,2024-08-05,1200000
PDD016538,DP12260,BRV001_R015,2024-08-04,2024-08-05,1800000
PDD016539,DP12261,AGG005_R002,2024-08-04,2024-08-09,6000000
PDD016540,DP12261,PYN002_R027,2024-08-04,2024-08-08,14000000
PDD016541,DP12262,TBI001_R018,2024-08-04,2024-08-06,3400000
PDD016542,DP12263,LCH002_R005,2024-08-04,2024-08-07,3600000
PDD016543,DP12264,DLK002_R022,2024-08-04,2024-08-09,12000000
PDD016544,DP12264,HTH001_R004,2024-08-04,2024-08-06,2400000
PDD016545,DP12265,CTO002_R002,2024-08-04,2024-08-08,4800000
PDD016546,DP12265,HPG001_R021,2024-08-04,2024-08-07,4500000
PDD016547,DP12266,DNO001_R020,2024-08-04,2024-08-05,2200000
PDD016548,DP12267,VPC001_R029,2024-08-04,2024-08-07,3900000
PDD016549,DP12268,HBI001_R016,2024-08-04,2024-08-07,5100000
PDD016550,DP12269,BLU002_R008,2024-08-04,2024-08-07,4500000
PDD016551,DP12270,BGG002_R023,2024-08-04,2024-08-05,2400000
PDD016552,DP12270,HPG002_R027,2024-08-04,2024-08-07,8400000
PDD016553,DP12271,AGG004_R014,2024-08-04,2024-08-06,3600000
PDD016554,DP12271,LCA001_R005,2024-08-04,2024-08-09,6000000
PDD016555,DP12271,LAG002_R015,2024-08-04,2024-08-05,1500000
PDD016556,DP12272,LCH001_R014,2024-08-04,2024-08-08,6000000
PDD016557,DP12273,CBG001_R007,2024-08-04,2024-08-05,1800000
PDD016558,DP12274,BNH001_R027,2024-08-04,2024-08-07,3300000
PDD016559,DP12275,VPC001_R016,2024-08-04,2024-08-05,1500000
PDD016560,DP12275,QNA001_R016,2024-08-04,2024-08-06,5600000
PDD016561,DP12276,HNO001_R019,2024-08-04,2024-08-08,6000000
PDD016562,DP12277,VLO002_R019,2024-08-04,2024-08-09,7500000
PDD016563,DP12278,TBI002_R019,2024-08-04,2024-08-09,8500000
PDD016564,DP12279,DLK001_R024,2024-08-04,2024-08-07,7200000
PDD016565,DP12280,AGG002_R031,2024-08-04,2024-08-05,1700000
PDD016566,DP12281,PYN002_R012,2024-08-04,2024-08-09,9000000
PDD016567,DP12281,DNA002_R021,2024-08-04,2024-08-08,6000000
PDD016568,DP12282,AGG003_R025,2024-08-04,2024-08-09,14000000
PDD016569,DP12283,AGG004_R029,2024-08-04,2024-08-06,4000000
PDD016570,DP12284,HGG002_R011,2024-08-05,2024-08-08,5400000
PDD016571,DP12285,DNG003_R007,2024-08-05,2024-08-08,5400000
PDD016572,DP12285,BDG002_R003,2024-08-05,2024-08-08,3600000
PDD016573,DP12286,HDG001_R008,2024-08-05,2024-08-06,2800000
PDD016574,DP12286,TNH001_R012,2024-08-05,2024-08-06,1800000
PDD016575,DP12287,BDH001_R004,2024-08-05,2024-08-08,3600000
PDD016576,DP12288,NTN001_R020,2024-08-05,2024-08-10,11000000
PDD016577,DP12288,BDH002_R019,2024-08-05,2024-08-09,8800000
PDD016578,DP12288,BTN001_R017,2024-08-05,2024-08-09,6800000
PDD016579,DP12289,BNH002_R038,2024-08-05,2024-08-08,5100000
PDD016580,DP12290,LAG001_R010,2024-08-05,2024-08-07,3000000
PDD016581,DP12291,TTH001_R023,2024-08-05,2024-08-06,1700000
PDD016582,DP12292,QTR001_R002,2024-08-05,2024-08-09,4800000
PDD016583,DP12293,QBI001_R034,2024-08-05,2024-08-08,6000000
PDD016584,DP12293,LCI001_R041,2024-08-05,2024-08-06,1300000
PDD016585,DP12293,AGG001_R003,2024-08-05,2024-08-07,2400000
PDD016586,DP12294,CTO002_R005,2024-08-05,2024-08-09,4800000
PDD016587,DP12295,TTH002_R009,2024-08-05,2024-08-08,8400000
PDD016588,DP12295,CTO002_R016,2024-08-05,2024-08-08,5100000
PDD016589,DP12296,QTR001_R013,2024-08-05,2024-08-07,3600000
PDD016590,DP12297,HNO003_R002,2024-08-05,2024-08-09,4800000
PDD016591,DP12297,LAG002_R005,2024-08-05,2024-08-07,2400000
PDD016592,DP12298,BDG001_R041,2024-08-05,2024-08-09,5200000
PDD016593,DP12298,QNG002_R004,2024-08-05,2024-08-06,1200000
PDD016594,DP12299,VPC001_R022,2024-08-05,2024-08-07,7000000
PDD016595,DP12299,DBI002_R015,2024-08-05,2024-08-06,1500000
PDD016596,DP12300,BGG001_R008,2024-08-05,2024-08-07,2400000
PDD016597,DP12300,BDG002_R004,2024-08-05,2024-08-10,9000000
PDD016598,DP12301,DNG003_R008,2024-08-05,2024-08-07,3600000
PDD016599,DP12302,LAG002_R007,2024-08-05,2024-08-09,4800000
PDD016600,DP12302,BNH002_R022,2024-08-05,2024-08-09,6000000
PDD016601,DP12303,TBI002_R017,2024-08-05,2024-08-06,2000000
PDD016602,DP12304,TNI001_R003,2024-08-05,2024-08-07,2400000
PDD016603,DP12304,BDH002_R007,2024-08-05,2024-08-08,3600000
PDD016604,DP12305,TTH001_R004,2024-08-05,2024-08-06,1200000
PDD016605,DP12305,QTR002_R006,2024-08-05,2024-08-06,1200000
PDD016606,DP12306,QBI002_R008,2024-08-05,2024-08-09,11200000
PDD016607,DP12307,LCI001_R039,2024-08-05,2024-08-08,5100000
PDD016608,DP12308,KGI001_R012,2024-08-05,2024-08-07,3000000
PDD016609,DP12309,BNH001_R025,2024-08-05,2024-08-10,5000000
PDD016610,DP12309,VPC002_R011,2024-08-05,2024-08-06,2400000
PDD016611,DP12310,HYN001_R006,2024-08-05,2024-08-06,1200000
PDD016612,DP12311,DTP001_R012,2024-08-05,2024-08-07,3600000
PDD016613,DP12312,DNG001_R011,2024-08-05,2024-08-08,8400000
PDD016614,DP12312,BLU002_R009,2024-08-05,2024-08-09,6000000
PDD016615,DP12313,BRV001_R016,2024-08-05,2024-08-10,9000000
PDD016616,DP12313,BGG002_R003,2024-08-05,2024-08-10,6000000
PDD016617,DP12314,BTE002_R004,2024-08-05,2024-08-09,4800000
PDD016618,DP12315,HNO001_R009,2024-08-05,2024-08-06,1200000
PDD016619,DP12315,VLO002_R006,2024-08-05,2024-08-09,4800000
PDD016620,DP12316,BRV004_R030,2024-08-05,2024-08-10,11000000
PDD016621,DP12317,BGG001_R004,2024-08-05,2024-08-09,4800000
PDD016622,DP12317,SLA002_R015,2024-08-05,2024-08-10,7500000
PDD016623,DP12317,VPC001_R004,2024-08-05,2024-08-06,1200000
PDD016624,DP12318,HNO003_R034,2024-08-05,2024-08-10,8500000
PDD016625,DP12319,PYN002_R018,2024-08-05,2024-08-08,5400000
PDD016626,DP12320,LCI001_R040,2024-08-05,2024-08-08,3000000
PDD016627,DP12321,HUG001_R017,2024-08-05,2024-08-09,9600000
PDD016628,DP12322,KTM002_R012,2024-08-05,2024-08-10,12000000
PDD016629,DP12323,BDH002_R016,2024-08-05,2024-08-08,7200000
PDD016630,DP12323,TNH001_R031,2024-08-05,2024-08-06,1700000
PDD016631,DP12324,LCI001_R015,2024-08-05,2024-08-08,5400000
PDD016632,DP12325,AGG003_R006,2024-08-05,2024-08-08,3600000
PDD016633,DP12326,DBI002_R012,2024-08-05,2024-08-07,3600000
PDD016634,DP12327,QTR001_R028,2024-08-05,2024-08-10,14000000
PDD016635,DP12327,TVH002_R013,2024-08-05,2024-08-06,1500000
PDD016636,DP12328,NDH001_R010,2024-08-05,2024-08-07,3600000
PDD016637,DP12328,HNO005_R010,2024-08-05,2024-08-10,9000000
PDD016638,DP12329,BGG002_R031,2024-08-06,2024-08-07,2000000
PDD016639,DP12330,SLA001_R022,2024-08-06,2024-08-08,5600000
PDD016640,DP12331,BGG003_R026,2024-08-06,2024-08-08,7000000
PDD016641,DP12332,VLO002_R017,2024-08-06,2024-08-10,7200000
PDD016642,DP12333,TTH001_R005,2024-08-06,2024-08-07,1200000
PDD016643,DP12334,SLA001_R028,2024-08-06,2024-08-08,4000000
PDD016644,DP12335,BNH001_R005,2024-08-06,2024-08-07,1200000
PDD016645,DP12336,STG001_R016,2024-08-06,2024-08-09,6600000
PDD016646,DP12337,HUG002_R002,2024-08-06,2024-08-07,1200000
PDD016647,DP12337,HNO005_R013,2024-08-06,2024-08-09,4500000
PDD016648,DP12337,DNO002_R010,2024-08-06,2024-08-10,7200000
PDD016649,DP12338,DNO002_R005,2024-08-06,2024-08-07,1200000
PDD016650,DP12339,TVH001_R017,2024-08-06,2024-08-10,6800000
PDD016651,DP12340,KGI002_R023,2024-08-06,2024-08-10,9600000
PDD016652,DP12340,HPG002_R013,2024-08-06,2024-08-09,5400000
PDD016653,DP12341,DNG001_R007,2024-08-06,2024-08-09,5400000
PDD016654,DP12341,BGG002_R033,2024-08-06,2024-08-07,1700000
PDD016655,DP12342,TNH002_R015,2024-08-06,2024-08-08,3000000
PDD016656,DP12343,BNH002_R017,2024-08-06,2024-08-08,3600000
PDD016657,DP12344,QNI001_R001,2024-08-06,2024-08-08,2400000
PDD016658,DP12345,QBI001_R002,2024-08-06,2024-08-11,6000000
PDD016659,DP12346,CBG002_R001,2024-08-06,2024-08-07,1200000
PDD016660,DP12346,BGG003_R032,2024-08-06,2024-08-11,8500000
PDD016661,DP12347,THA002_R010,2024-08-06,2024-08-09,4500000
PDD016662,DP12348,HGG001_R010,2024-08-06,2024-08-08,2400000
PDD016663,DP12349,SLA001_R031,2024-08-06,2024-08-09,5100000
PDD016664,DP12350,BTN001_R006,2024-08-06,2024-08-07,1800000
PDD016665,DP12350,LCA002_R006,2024-08-06,2024-08-08,3000000
PDD016666,DP12351,HYN001_R023,2024-08-06,2024-08-11,8500000
PDD016667,DP12351,TVH002_R005,2024-08-06,2024-08-07,1200000
PDD016668,DP12352,KHA001_R001,2024-08-06,2024-08-10,4800000
PDD016669,DP12352,HTH002_R004,2024-08-06,2024-08-09,5400000
PDD016670,DP12353,LCA001_R012,2024-08-06,2024-08-11,7500000
PDD016671,DP12354,BTE002_R005,2024-08-06,2024-08-08,2400000
PDD016672,DP12354,DNG001_R014,2024-08-06,2024-08-08,4000000
PDD016673,DP12354,NDH001_R004,2024-08-06,2024-08-07,1200000
PDD016674,DP12355,HGG001_R026,2024-08-06,2024-08-10,14000000
PDD016675,DP12356,QBI001_R023,2024-08-06,2024-08-10,6000000
PDD016676,DP12357,AGG002_R022,2024-08-06,2024-08-08,5600000
PDD016677,DP12358,NTN002_R032,2024-08-06,2024-08-11,8500000
PDD016678,DP12359,BRV004_R028,2024-08-06,2024-08-07,3500000
PDD016679,DP12360,HNO005_R005,2024-08-06,2024-08-11,6000000
PDD016680,DP12361,LCI001_R004,2024-08-06,2024-08-07,1200000
PDD016681,DP12361,AGG001_R011,2024-08-06,2024-08-09,7200000
PDD016682,DP12362,AGG003_R022,2024-08-06,2024-08-08,4800000
PDD016683,DP12363,QNG001_R011,2024-08-06,2024-08-09,5400000
PDD016684,DP12364,AGG002_R012,2024-08-06,2024-08-07,1800000
PDD016685,DP12365,BRV004_R020,2024-08-06,2024-08-08,3000000
PDD016686,DP12366,CMU001_R019,2024-08-06,2024-08-07,1500000
PDD016687,DP12367,TBI001_R006,2024-08-06,2024-08-11,9000000
PDD016688,DP12368,QNA002_R003,2024-08-06,2024-08-08,2400000
PDD016689,DP12369,BLU002_R015,2024-08-06,2024-08-11,8500000
PDD016690,DP12370,QBI001_R017,2024-08-06,2024-08-10,7200000
PDD016691,DP12371,CMU001_R008,2024-08-06,2024-08-11,6000000
PDD016692,DP12372,KHA001_R004,2024-08-06,2024-08-11,6000000
PDD016693,DP12372,KTM002_R002,2024-08-06,2024-08-07,1200000
PDD016694,DP12373,HUG001_R002,2024-08-06,2024-08-11,6000000
PDD016695,DP12374,BNH002_R012,2024-08-06,2024-08-11,9000000
PDD016696,DP12375,QTR002_R023,2024-08-06,2024-08-07,1500000
PDD016697,DP12375,HTH001_R027,2024-08-06,2024-08-11,11000000
PDD016698,DP12376,QNI001_R007,2024-08-06,2024-08-08,2400000
PDD016699,DP12377,NTN001_R026,2024-08-06,2024-08-08,2600000
PDD016700,DP12377,GLI002_R003,2024-08-06,2024-08-08,2400000
PDD016701,DP12378,DLK002_R008,2024-08-06,2024-08-07,1200000
PDD016702,DP12379,BDG002_R001,2024-08-06,2024-08-11,6000000
PDD016703,DP12380,BGG001_R012,2024-08-06,2024-08-08,3600000
PDD016704,DP12381,BGG003_R015,2024-08-06,2024-08-08,3600000
PDD016705,DP12382,LCA002_R012,2024-08-06,2024-08-07,1700000
PDD016706,DP12382,KGI002_R005,2024-08-06,2024-08-08,2400000
PDD016707,DP12383,BRV004_R008,2024-08-06,2024-08-10,4800000
PDD016708,DP12384,BRV002_R007,2024-08-06,2024-08-08,3600000
PDD016709,DP12385,LCI001_R022,2024-08-06,2024-08-07,1500000
PDD016710,DP12386,BLU002_R001,2024-08-06,2024-08-09,3600000
PDD016711,DP12386,AGG003_R013,2024-08-06,2024-08-07,1800000
PDD016712,DP12386,BRV004_R010,2024-08-06,2024-08-10,4800000
PDD016713,DP12387,TNH002_R026,2024-08-06,2024-08-11,6500000
PDD016714,DP12388,SLA001_R016,2024-08-07,2024-08-10,4500000
PDD016715,DP12389,BTN001_R004,2024-08-07,2024-08-10,3600000
PDD016716,DP12389,DLK001_R022,2024-08-07,2024-08-11,6000000
PDD016717,DP12390,PYN002_R031,2024-08-07,2024-08-08,2200000
PDD016718,DP12390,HNO004_R003,2024-08-07,2024-08-09,2400000
PDD016719,DP12391,BRV004_R009,2024-08-07,2024-08-12,6000000
PDD016720,DP12392,HTH001_R005,2024-08-07,2024-08-08,1200000
PDD016721,DP12393,DNA002_R005,2024-08-07,2024-08-12,6000000
PDD016722,DP12393,LAG002_R006,2024-08-07,2024-08-08,1200000
PDD016723,DP12394,LCI001_R021,2024-08-07,2024-08-12,7500000
PDD016724,DP12395,QBI001_R033,2024-08-07,2024-08-11,8800000
PDD016725,DP12396,BDG001_R027,2024-08-07,2024-08-08,2800000
PDD016726,DP12397,HNO003_R005,2024-08-07,2024-08-10,3600000
PDD016727,DP12398,CMU002_R001,2024-08-07,2024-08-09,2400000
PDD016728,DP12398,BRV003_R017,2024-08-07,2024-08-09,4800000
PDD016729,DP12399,HPG001_R029,2024-08-07,2024-08-12,11000000
PDD016730,DP12400,STG001_R002,2024-08-07,2024-08-11,4800000
PDD016731,DP12401,HNO005_R021,2024-08-07,2024-08-09,4000000
PDD016732,DP12401,BRV004_R037,2024-08-07,2024-08-11,4000000
PDD016733,DP12401,BNH001_R026,2024-08-07,2024-08-10,3900000
PDD016734,DP12402,BGG003_R020,2024-08-07,2024-08-08,1500000
PDD016735,DP12402,AGG003_R033,2024-08-07,2024-08-08,1700000
PDD016736,DP12403,CMU002_R016,2024-08-07,2024-08-11,6000000
PDD016737,DP12404,LCI001_R031,2024-08-07,2024-08-09,4400000
PDD016738,DP12405,DNG002_R011,2024-08-07,2024-08-09,3600000
PDD016739,DP12406,DBI001_R021,2024-08-07,2024-08-09,4400000
PDD016740,DP12407,NTN001_R013,2024-08-07,2024-08-09,3600000
PDD016741,DP12408,QBI001_R012,2024-08-07,2024-08-09,3600000
PDD016742,DP12409,HNA002_R013,2024-08-07,2024-08-11,8800000
PDD016743,DP12409,HPG002_R003,2024-08-07,2024-08-12,6000000
PDD016744,DP12409,HNA001_R003,2024-08-07,2024-08-12,6000000
PDD016745,DP12410,QTR002_R039,2024-08-07,2024-08-11,6800000
PDD016746,DP12411,NDH002_R005,2024-08-07,2024-08-08,1800000
PDD016747,DP12411,DLK002_R002,2024-08-07,2024-08-12,6000000
PDD016748,DP12412,PYN002_R021,2024-08-07,2024-08-08,1500000
PDD016749,DP12413,HGG001_R006,2024-08-07,2024-08-10,3600000
PDD016750,DP12413,KHA001_R017,2024-08-07,2024-08-10,4500000
PDD016751,DP12414,KTM001_R003,2024-08-07,2024-08-11,4800000
PDD016752,DP12415,HNA002_R016,2024-08-07,2024-08-09,3400000
PDD016753,DP12416,DTP001_R009,2024-08-07,2024-08-12,6000000
PDD016754,DP12417,DNG002_R016,2024-08-07,2024-08-12,12000000
PDD016755,DP12417,AGG004_R009,2024-08-07,2024-08-10,3600000
PDD016756,DP12418,BTN002_R004,2024-08-07,2024-08-09,2400000
PDD016757,DP12418,AGG003_R021,2024-08-07,2024-08-10,4500000
PDD016758,DP12419,NTN001_R014,2024-08-07,2024-08-11,6000000
PDD016759,DP12419,NTN001_R008,2024-08-07,2024-08-11,4800000
PDD016760,DP12420,CMU002_R023,2024-08-07,2024-08-12,14000000
PDD016761,DP12420,AGG003_R026,2024-08-07,2024-08-10,10500000
PDD016762,DP12421,BDG001_R039,2024-08-07,2024-08-08,1700000
PDD016763,DP12422,GLI002_R016,2024-08-07,2024-08-12,12000000
PDD016764,DP12423,PTU002_R028,2024-08-07,2024-08-11,14000000
PDD016765,DP12424,KGI002_R021,2024-08-07,2024-08-11,6000000
PDD016766,DP12424,DNA002_R012,2024-08-07,2024-08-09,3600000
PDD016767,DP12424,QTR001_R037,2024-08-07,2024-08-10,5100000
PDD016768,DP12425,BTE001_R009,2024-08-07,2024-08-09,2400000
PDD016769,DP12425,TNH001_R030,2024-08-07,2024-08-10,5100000
PDD016770,DP12425,NDH001_R020,2024-08-07,2024-08-12,11000000
PDD016771,DP12426,KGI002_R035,2024-08-07,2024-08-10,3000000
PDD016772,DP12427,BTN002_R002,2024-08-07,2024-08-10,3600000
PDD016773,DP12428,TBI002_R014,2024-08-07,2024-08-09,5600000
PDD016774,DP12428,HDG002_R004,2024-08-07,2024-08-11,7200000
PDD016775,DP12429,DNG003_R012,2024-08-07,2024-08-09,3000000
PDD016776,DP12429,HNO001_R023,2024-08-07,2024-08-10,7200000
PDD016777,DP12430,HPG002_R032,2024-08-07,2024-08-08,2200000
PDD016778,DP12430,KTM001_R012,2024-08-07,2024-08-11,11200000
PDD016779,DP12431,QNA002_R002,2024-08-07,2024-08-11,4800000
PDD016780,DP12432,HTH001_R003,2024-08-07,2024-08-09,2400000
PDD016781,DP12432,HNO001_R006,2024-08-07,2024-08-12,6000000
PDD016782,DP12433,QNI001_R011,2024-08-07,2024-08-09,3600000
PDD016783,DP12434,DBI002_R016,2024-08-07,2024-08-09,3000000
PDD016784,DP12435,DLK002_R026,2024-08-07,2024-08-08,3500000
PDD016785,DP12435,HPG002_R040,2024-08-07,2024-08-08,1000000
PDD016786,DP12436,LDO001_R012,2024-08-07,2024-08-12,14000000
PDD016787,DP12437,HPG002_R033,2024-08-07,2024-08-09,4400000
PDD016788,DP12437,TBG001_R020,2024-08-07,2024-08-12,11000000
PDD016789,DP12438,SLA002_R001,2024-08-07,2024-08-08,1200000
PDD016790,DP12439,BNH001_R011,2024-08-07,2024-08-11,7200000
PDD016791,DP12440,QNI002_R003,2024-08-07,2024-08-09,2400000
PDD016792,DP12441,HGG001_R036,2024-08-07,2024-08-09,2600000
PDD016793,DP12442,LCH001_R009,2024-08-07,2024-08-11,7200000
PDD016794,DP12443,DNO002_R001,2024-08-08,2024-08-10,2400000
PDD016795,DP12444,DBI002_R019,2024-08-08,2024-08-11,10500000
PDD016796,DP12445,DBI001_R022,2024-08-08,2024-08-13,10000000
PDD016797,DP12445,TBI002_R006,2024-08-08,2024-08-09,1200000
PDD016798,DP12445,TNI002_R006,2024-08-08,2024-08-13,7500000
PDD016799,DP12446,HDG001_R008,2024-08-08,2024-08-10,5600000
PDD016800,DP12447,TVH001_R015,2024-08-08,2024-08-11,6000000
PDD016801,DP12448,DLK002_R018,2024-08-08,2024-08-10,3000000
PDD016802,DP12449,NTN002_R024,2024-08-08,2024-08-12,11200000
PDD016803,DP12450,HPG001_R002,2024-08-08,2024-08-09,1200000
PDD016804,DP12451,DLK001_R016,2024-08-08,2024-08-10,3600000
PDD016805,DP12452,HUG002_R003,2024-08-08,2024-08-12,4800000
PDD016806,DP12453,DNG002_R008,2024-08-08,2024-08-10,3600000
PDD016807,DP12454,LCA001_R013,2024-08-08,2024-08-13,12000000
PDD016808,DP12454,THA001_R009,2024-08-08,2024-08-13,9000000
PDD016809,DP12455,CBG001_R016,2024-08-08,2024-08-09,1700000
PDD016810,DP12455,STG001_R008,2024-08-08,2024-08-10,3600000
PDD016811,DP12455,QBI001_R021,2024-08-08,2024-08-11,4500000
PDD016812,DP12456,HDG002_R009,2024-08-08,2024-08-09,3500000
PDD016813,DP12457,DNO002_R008,2024-08-08,2024-08-11,5400000
PDD016814,DP12457,LCI002_R011,2024-08-08,2024-08-12,7200000
PDD016815,DP12458,TNI002_R007,2024-08-08,2024-08-12,9600000
PDD016816,DP12459,CTO001_R017,2024-08-08,2024-08-10,3000000
