MaSuDungDichVu,MaDichVu,MaPhongDuocDat,ThoiGian,SoLuong,ThanhTien
SDV057399,SVC016,PDD023003,2024-10-29,3,60000
SDV057400,SVC020,PDD023005,2024-10-29,3,0
SDV057401,SVC007,PDD023005,2024-10-29,2,400000
SDV057402,SVC010,PDD023005,2024-10-29,3,600000
SDV057403,SVC016,PDD023006,2024-10-29,1,20000
SDV057404,SVC004,PDD023006,2024-10-29,2,2400000
SDV057405,SVC002,PDD023006,2024-10-29,3,360000
SDV057406,SVC003,PDD022883,2024-10-29,3,0
SDV057407,SVC014,PDD022883,2024-10-29,1,3000000
SDV057408,SVC022,PDD023009,2024-10-29,3,0
SDV057409,SVC020,PDD022881,2024-10-29,1,0
SDV057410,SVC012,PDD023011,2024-10-29,3,1500000
SDV057411,SVC003,PDD023005,2024-10-29,1,0
SDV057412,SVC014,PDD022922,2024-10-29,2,6000000
SDV057413,SVC017,PDD022927,2024-10-29,3,1500000
SDV057414,SVC010,PDD022936,2024-10-29,2,400000
SDV057415,SVC011,PDD022966,2024-10-29,2,700000
SDV057416,SVC019,PDD022966,2024-10-29,2,200000
SDV057417,SVC009,PDD022964,2024-10-29,1,0
SDV057418,SVC019,PDD022962,2024-10-29,1,100000
SDV057419,SVC009,PDD022959,2024-10-29,2,0
SDV057420,SVC023,PDD022959,2024-10-29,3,900000
SDV057421,SVC001,PDD022972,2024-10-29,3,900000
SDV057422,SVC006,PDD022972,2024-10-29,2,600000
SDV057423,SVC006,PDD022959,2024-10-29,1,300000
SDV057424,SVC013,PDD022957,2024-10-29,2,300000
SDV057425,SVC003,PDD022957,2024-10-29,1,0
SDV057426,SVC021,PDD022954,2024-10-29,3,0
SDV057427,SVC018,PDD022976,2024-10-29,1,2000000
SDV057428,SVC003,PDD022976,2024-10-29,2,0
SDV057429,SVC025,PDD022952,2024-10-29,3,750000
SDV057430,SVC017,PDD022952,2024-10-29,3,1500000
SDV057431,SVC004,PDD022950,2024-10-29,3,3600000
SDV057432,SVC009,PDD022950,2024-10-29,2,0
SDV057433,SVC005,PDD022950,2024-10-29,3,2400000
SDV057434,SVC010,PDD022981,2024-10-29,3,600000
SDV057435,SVC003,PDD022944,2024-10-29,3,0
SDV057436,SVC005,PDD022942,2024-10-29,3,2400000
SDV057437,SVC015,PDD022937,2024-10-29,3,0
SDV057438,SVC008,PDD022937,2024-10-29,3,0
SDV057439,SVC003,PDD022936,2024-10-29,1,0
SDV057440,SVC004,PDD022876,2024-10-29,2,2400000
SDV057441,SVC002,PDD022876,2024-10-29,2,240000
SDV057442,SVC018,PDD023122,2024-10-29,2,4000000
SDV057443,SVC022,PDD023020,2024-10-29,2,0
SDV057444,SVC001,PDD023029,2024-10-29,1,300000
SDV057445,SVC011,PDD023030,2024-10-29,2,700000
SDV057446,SVC021,PDD022874,2024-10-29,3,0
SDV057447,SVC005,PDD023020,2024-10-29,1,800000
SDV057448,SVC021,PDD022871,2024-10-29,1,0
SDV057449,SVC001,PDD022871,2024-10-29,3,900000
SDV057450,SVC007,PDD023020,2024-10-29,3,600000
SDV057451,SVC013,PDD022865,2024-10-29,2,300000
SDV057452,SVC013,PDD023029,2024-10-29,2,300000
SDV057453,SVC018,PDD023034,2024-10-29,3,6000000
SDV057454,SVC003,PDD023030,2024-10-29,2,0
SDV057455,SVC012,PDD023034,2024-10-29,3,1500000
SDV057456,SVC006,PDD022811,2024-10-29,2,600000
SDV057457,SVC010,PDD022808,2024-10-29,1,200000
SDV057458,SVC010,PDD023028,2024-10-29,1,200000
SDV057459,SVC014,PDD022865,2024-10-29,3,9000000
SDV057460,SVC001,PDD022805,2024-10-29,1,300000
SDV057461,SVC002,PDD022805,2024-10-29,3,360000
SDV057462,SVC023,PDD022874,2024-10-29,3,900000
SDV057463,SVC005,PDD023018,2024-10-29,2,1600000
SDV057464,SVC023,PDD023035,2024-10-29,3,900000
SDV057465,SVC006,PDD023025,2024-10-29,2,600000
SDV057466,SVC020,PDD023223,2024-10-30,3,0
SDV057467,SVC024,PDD023202,2024-10-30,2,200000
SDV057468,SVC021,PDD023223,2024-10-30,1,0
SDV057469,SVC004,PDD023146,2024-10-30,1,1200000
SDV057470,SVC019,PDD023179,2024-10-30,2,200000
SDV057471,SVC017,PDD023216,2024-10-30,1,500000
SDV057472,SVC024,PDD023216,2024-10-30,3,300000
SDV057473,SVC017,PDD023202,2024-10-30,3,1500000
SDV057474,SVC012,PDD023215,2024-10-30,2,1000000
SDV057475,SVC013,PDD023202,2024-10-30,2,300000
SDV057476,SVC009,PDD023192,2024-10-30,3,0
SDV057477,SVC011,PDD023203,2024-10-30,2,700000
SDV057478,SVC020,PDD023192,2024-10-30,1,0
SDV057479,SVC002,PDD023192,2024-10-30,1,120000
SDV057480,SVC007,PDD023206,2024-10-30,2,400000
SDV057481,SVC007,PDD023191,2024-10-30,1,200000
SDV057482,SVC008,PDD023202,2024-10-30,1,0
SDV057483,SVC007,PDD023202,2024-10-30,3,600000
SDV057484,SVC019,PDD023226,2024-10-30,3,300000
SDV057485,SVC016,PDD023141,2024-10-30,2,40000
SDV057486,SVC015,PDD023230,2024-10-30,3,0
SDV057487,SVC016,PDD023229,2024-10-30,2,40000
SDV057488,SVC013,PDD023128,2024-10-30,2,300000
SDV057489,SVC018,PDD023129,2024-10-30,1,2000000
SDV057490,SVC011,PDD023196,2024-10-30,2,700000
SDV057491,SVC005,PDD023229,2024-10-30,3,2400000
SDV057492,SVC017,PDD023228,2024-10-30,2,1000000
SDV057493,SVC011,PDD023197,2024-10-30,3,1050000
SDV057494,SVC022,PDD023227,2024-10-30,3,0
SDV057495,SVC013,PDD023198,2024-10-30,3,450000
SDV057496,SVC012,PDD023199,2024-10-30,3,1500000
SDV057497,SVC020,PDD023135,2024-10-30,3,0
SDV057498,SVC013,PDD023135,2024-10-30,3,450000
SDV057499,SVC004,PDD023195,2024-10-30,1,1200000
SDV057500,SVC014,PDD023200,2024-10-30,1,3000000
SDV057501,SVC002,PDD023195,2024-10-30,2,240000
SDV057502,SVC001,PDD023227,2024-10-30,2,600000
SDV057503,SVC011,PDD023194,2024-10-30,2,700000
SDV057504,SVC025,PDD023137,2024-10-30,1,250000
SDV057505,SVC007,PDD023137,2024-10-30,2,400000
SDV057506,SVC010,PDD023226,2024-10-30,2,400000
SDV057507,SVC021,PDD023201,2024-10-30,1,0
SDV057508,SVC011,PDD023215,2024-10-30,3,1050000
SDV057509,SVC024,PDD023225,2024-10-30,2,200000
SDV057510,SVC004,PDD023224,2024-10-30,2,2400000
SDV057511,SVC024,PDD023141,2024-10-30,3,300000
SDV057512,SVC001,PDD023224,2024-10-30,2,600000
SDV057513,SVC013,PDD023141,2024-10-30,2,300000
SDV057514,SVC015,PDD023214,2024-10-30,2,0
SDV057515,SVC021,PDD023150,2024-10-30,3,0
SDV057516,SVC021,PDD023212,2024-10-30,1,0
SDV057517,SVC007,PDD023166,2024-10-30,2,400000
SDV057518,SVC010,PDD023206,2024-10-30,3,600000
SDV057519,SVC002,PDD023167,2024-10-30,1,120000
SDV057520,SVC022,PDD023167,2024-10-30,2,0
SDV057521,SVC007,PDD023182,2024-10-30,2,400000
SDV057522,SVC013,PDD023208,2024-10-30,3,450000
SDV057523,SVC003,PDD023208,2024-10-30,3,0
SDV057524,SVC015,PDD023167,2024-10-30,1,0
SDV057525,SVC007,PDD023167,2024-10-30,3,600000
SDV057526,SVC010,PDD023167,2024-10-30,1,200000
SDV057527,SVC021,PDD023169,2024-10-30,1,0
SDV057528,SVC011,PDD023169,2024-10-30,1,350000
SDV057529,SVC015,PDD023207,2024-10-30,3,0
SDV057530,SVC004,PDD023170,2024-10-30,3,3600000
SDV057531,SVC005,PDD023206,2024-10-30,1,800000
SDV057532,SVC008,PDD023181,2024-10-30,1,0
SDV057533,SVC017,PDD023172,2024-10-30,1,500000
SDV057534,SVC003,PDD023172,2024-10-30,1,0
SDV057535,SVC008,PDD023172,2024-10-30,1,0
SDV057536,SVC001,PDD023176,2024-10-30,2,600000
SDV057537,SVC010,PDD023176,2024-10-30,3,600000
SDV057538,SVC017,PDD023176,2024-10-30,1,500000
SDV057539,SVC004,PDD023176,2024-10-30,2,2400000
SDV057540,SVC019,PDD023178,2024-10-30,2,200000
SDV057541,SVC003,PDD023180,2024-10-30,2,0
SDV057542,SVC009,PDD023178,2024-10-30,1,0
SDV057543,SVC007,PDD023178,2024-10-30,2,400000
SDV057544,SVC020,PDD023178,2024-10-30,3,0
SDV057545,SVC004,PDD023179,2024-10-30,2,2400000
SDV057546,SVC020,PDD023180,2024-10-30,1,0
SDV057547,SVC021,PDD023172,2024-10-30,2,0
SDV057548,SVC020,PDD023166,2024-10-30,2,0
SDV057549,SVC018,PDD023164,2024-10-30,1,2000000
SDV057550,SVC024,PDD023162,2024-10-30,3,300000
SDV057551,SVC011,PDD023179,2024-10-30,1,350000
SDV057552,SVC019,PDD023150,2024-10-30,2,200000
SDV057553,SVC013,PDD023151,2024-10-30,3,450000
SDV057554,SVC009,PDD023154,2024-10-30,2,0
SDV057555,SVC022,PDD023188,2024-10-30,3,0
SDV057556,SVC005,PDD023211,2024-10-30,1,800000
SDV057557,SVC021,PDD023211,2024-10-30,2,0
SDV057558,SVC007,PDD023155,2024-10-30,3,600000
SDV057559,SVC012,PDD023211,2024-10-30,1,500000
SDV057560,SVC002,PDD023188,2024-10-30,1,120000
SDV057561,SVC002,PDD023187,2024-10-30,3,360000
SDV057562,SVC005,PDD023155,2024-10-30,1,800000
SDV057563,SVC017,PDD023210,2024-10-30,3,1500000
SDV057564,SVC005,PDD023206,2024-10-30,2,1600000
SDV057565,SVC024,PDD023185,2024-10-30,3,300000
SDV057566,SVC001,PDD023210,2024-10-30,3,900000
SDV057567,SVC021,PDD023209,2024-10-30,1,0
SDV057568,SVC014,PDD023161,2024-10-30,3,9000000
SDV057569,SVC023,PDD023159,2024-10-30,1,300000
SDV057570,SVC005,PDD023159,2024-10-30,2,1600000
SDV057571,SVC025,PDD023158,2024-10-30,3,750000
SDV057572,SVC018,PDD023157,2024-10-30,1,2000000
SDV057573,SVC009,PDD023197,2024-10-30,3,0
SDV057574,SVC022,PDD023212,2024-10-30,1,0
SDV057575,SVC009,PDD023208,2024-10-30,1,0
SDV057576,SVC001,PDD023208,2024-10-30,2,600000
SDV057577,SVC022,PDD023209,2024-10-30,3,0
SDV057578,SVC005,PDD023156,2024-10-30,1,800000
SDV057579,SVC017,PDD023155,2024-10-30,3,1500000
SDV057580,SVC022,PDD023155,2024-10-30,1,0
SDV057581,SVC009,PDD023206,2024-10-30,1,0
SDV057582,SVC025,PDD023156,2024-10-30,1,250000
SDV057583,SVC025,PDD023156,2024-10-30,3,750000
SDV057584,SVC025,PDD022967,2024-10-30,3,750000
SDV057585,SVC006,PDD023038,2024-10-30,2,600000
SDV057586,SVC025,PDD022948,2024-10-30,1,250000
SDV057587,SVC011,PDD022938,2024-10-30,3,1050000
SDV057588,SVC020,PDD022938,2024-10-30,2,0
SDV057589,SVC017,PDD023073,2024-10-30,1,500000
SDV057590,SVC024,PDD023071,2024-10-30,3,300000
SDV057591,SVC012,PDD023071,2024-10-30,2,1000000
SDV057592,SVC022,PDD022981,2024-10-30,1,0
SDV057593,SVC022,PDD023071,2024-10-30,2,0
SDV057594,SVC014,PDD023069,2024-10-30,3,9000000
SDV057595,SVC018,PDD022989,2024-10-30,2,4000000
SDV057596,SVC007,PDD022989,2024-10-30,1,200000
SDV057597,SVC001,PDD023067,2024-10-30,1,300000
SDV057598,SVC009,PDD023067,2024-10-30,2,0
SDV057599,SVC023,PDD023067,2024-10-30,1,300000
SDV057600,SVC021,PDD023070,2024-10-30,3,0
SDV057601,SVC014,PDD022926,2024-10-30,1,3000000
SDV057602,SVC003,PDD023076,2024-10-30,3,0
SDV057603,SVC013,PDD023077,2024-10-30,3,450000
SDV057604,SVC005,PDD023089,2024-10-30,1,800000
SDV057605,SVC012,PDD022967,2024-10-30,3,1500000
SDV057606,SVC006,PDD023089,2024-10-30,1,300000
SDV057607,SVC004,PDD023083,2024-10-30,1,1200000
SDV057608,SVC015,PDD023083,2024-10-30,2,0
SDV057609,SVC004,PDD023082,2024-10-30,3,3600000
SDV057610,SVC022,PDD023077,2024-10-30,1,0
SDV057611,SVC018,PDD023082,2024-10-30,2,4000000
SDV057612,SVC007,PDD022959,2024-10-30,2,400000
SDV057613,SVC021,PDD023082,2024-10-30,2,0
SDV057614,SVC020,PDD022952,2024-10-30,1,0
SDV057615,SVC007,PDD022950,2024-10-30,1,200000
SDV057616,SVC018,PDD023081,2024-10-30,1,2000000
SDV057617,SVC004,PDD023081,2024-10-30,1,1200000
SDV057618,SVC002,PDD022964,2024-10-30,1,120000
SDV057619,SVC015,PDD023095,2024-10-30,1,0
SDV057620,SVC025,PDD023063,2024-10-30,3,750000
SDV057621,SVC003,PDD022899,2024-10-30,1,0
SDV057622,SVC018,PDD023052,2024-10-30,2,4000000
SDV057623,SVC017,PDD023050,2024-10-30,3,1500000
SDV057624,SVC011,PDD023050,2024-10-30,1,350000
SDV057625,SVC014,PDD023050,2024-10-30,2,6000000
SDV057626,SVC019,PDD022873,2024-10-30,2,200000
SDV057627,SVC004,PDD023015,2024-10-30,2,2400000
SDV057628,SVC004,PDD023052,2024-10-30,3,3600000
SDV057629,SVC016,PDD022865,2024-10-30,3,60000
SDV057630,SVC023,PDD023027,2024-10-30,1,300000
SDV057631,SVC020,PDD023028,2024-10-30,3,0
SDV057632,SVC004,PDD023028,2024-10-30,2,2400000
SDV057633,SVC014,PDD023028,2024-10-30,3,9000000
SDV057634,SVC013,PDD023032,2024-10-30,1,150000
SDV057635,SVC002,PDD023032,2024-10-30,1,120000
SDV057636,SVC015,PDD023025,2024-10-30,2,0
SDV057637,SVC005,PDD023059,2024-10-30,1,800000
SDV057638,SVC017,PDD023011,2024-10-30,2,1000000
SDV057639,SVC008,PDD023055,2024-10-30,3,0
SDV057640,SVC014,PDD022999,2024-10-30,3,9000000
SDV057641,SVC010,PDD023059,2024-10-30,2,400000
SDV057642,SVC015,PDD022999,2024-10-30,1,0
SDV057643,SVC006,PDD022999,2024-10-30,1,300000
SDV057644,SVC013,PDD023059,2024-10-30,2,300000
SDV057645,SVC021,PDD022889,2024-10-30,2,0
SDV057646,SVC020,PDD023010,2024-10-30,2,0
SDV057647,SVC021,PDD023059,2024-10-30,2,0
SDV057648,SVC017,PDD023003,2024-10-30,3,1500000
SDV057649,SVC012,PDD023005,2024-10-30,3,1500000
SDV057650,SVC004,PDD023006,2024-10-30,2,2400000
SDV057651,SVC001,PDD023055,2024-10-30,2,600000
SDV057652,SVC013,PDD023008,2024-10-30,3,450000
SDV057653,SVC009,PDD022886,2024-10-30,3,0
SDV057654,SVC002,PDD023002,2024-10-30,2,240000
SDV057655,SVC019,PDD023097,2024-10-30,1,100000
SDV057656,SVC001,PDD023083,2024-10-30,1,300000
SDV057657,SVC022,PDD023114,2024-10-30,3,0
SDV057658,SVC010,PDD023108,2024-10-30,2,400000
SDV057659,SVC014,PDD023108,2024-10-30,2,6000000
SDV057660,SVC019,PDD023115,2024-10-30,3,300000
SDV057661,SVC006,PDD023120,2024-10-30,3,900000
SDV057662,SVC013,PDD023107,2024-10-30,1,150000
SDV057663,SVC013,PDD023120,2024-10-30,2,300000
SDV057664,SVC008,PDD023107,2024-10-30,1,0
SDV057665,SVC017,PDD023106,2024-10-30,3,1500000
SDV057666,SVC020,PDD023120,2024-10-30,2,0
SDV057667,SVC012,PDD023116,2024-10-30,1,500000
SDV057668,SVC012,PDD023116,2024-10-30,2,1000000
SDV057669,SVC006,PDD023109,2024-10-30,1,300000
SDV057670,SVC008,PDD023108,2024-10-30,1,0
SDV057671,SVC005,PDD023099,2024-10-30,1,800000
SDV057672,SVC007,PDD023115,2024-10-30,2,400000
SDV057673,SVC019,PDD023122,2024-10-30,2,200000
SDV057674,SVC018,PDD023115,2024-10-30,1,2000000
SDV057675,SVC019,PDD023122,2024-10-30,2,200000
SDV057676,SVC007,PDD023109,2024-10-30,1,200000
SDV057677,SVC005,PDD023252,2024-10-31,3,2400000
SDV057678,SVC023,PDD023255,2024-10-31,1,300000
SDV057679,SVC015,PDD023249,2024-10-31,1,0
SDV057680,SVC022,PDD023250,2024-10-31,2,0
SDV057681,SVC009,PDD023274,2024-10-31,3,0
SDV057682,SVC016,PDD023253,2024-10-31,1,20000
SDV057683,SVC015,PDD023278,2024-10-31,2,0
SDV057684,SVC024,PDD023209,2024-10-31,2,200000
SDV057685,SVC018,PDD023275,2024-10-31,2,4000000
SDV057686,SVC018,PDD023275,2024-10-31,3,6000000
SDV057687,SVC016,PDD023277,2024-10-31,1,20000
SDV057688,SVC022,PDD023250,2024-10-31,3,0
SDV057689,SVC006,PDD023277,2024-10-31,2,600000
SDV057690,SVC005,PDD023236,2024-10-31,2,1600000
SDV057691,SVC008,PDD023256,2024-10-31,1,0
SDV057692,SVC003,PDD023199,2024-10-31,3,0
SDV057693,SVC001,PDD023261,2024-10-31,1,300000
SDV057694,SVC009,PDD023199,2024-10-31,1,0
SDV057695,SVC008,PDD023031,2024-10-31,1,0
SDV057696,SVC016,PDD023260,2024-10-31,1,20000
SDV057697,SVC003,PDD023201,2024-10-31,3,0
SDV057698,SVC002,PDD023260,2024-10-31,1,120000
SDV057699,SVC023,PDD023264,2024-10-31,3,900000
SDV057700,SVC021,PDD023272,2024-10-31,2,0
SDV057701,SVC012,PDD023266,2024-10-31,3,1500000
SDV057702,SVC014,PDD023019,2024-10-31,2,6000000
SDV057703,SVC009,PDD023269,2024-10-31,1,0
SDV057704,SVC025,PDD023270,2024-10-31,3,750000
SDV057705,SVC011,PDD023271,2024-10-31,1,350000
SDV057706,SVC015,PDD023014,2024-10-31,2,0
SDV057707,SVC024,PDD023014,2024-10-31,3,300000
SDV057708,SVC020,PDD023272,2024-10-31,2,0
SDV057709,SVC018,PDD023272,2024-10-31,2,4000000
SDV057710,SVC010,PDD023021,2024-10-31,2,400000
SDV057711,SVC011,PDD023257,2024-10-31,3,1050000
SDV057712,SVC007,PDD023282,2024-10-31,2,400000
SDV057713,SVC005,PDD023249,2024-10-31,3,2400000
SDV057714,SVC023,PDD023242,2024-10-31,2,600000
SDV057715,SVC009,PDD023227,2024-10-31,3,0
SDV057716,SVC001,PDD023288,2024-10-31,3,900000
SDV057717,SVC011,PDD023241,2024-10-31,2,700000
SDV057718,SVC011,PDD023289,2024-10-31,2,700000
SDV057719,SVC024,PDD022964,2024-10-31,2,200000
SDV057720,SVC011,PDD023199,2024-10-31,1,350000
SDV057721,SVC004,PDD023240,2024-10-31,1,1200000
SDV057722,SVC010,PDD023240,2024-10-31,2,400000
SDV057723,SVC016,PDD022981,2024-10-31,2,40000
SDV057724,SVC003,PDD023291,2024-10-31,3,0
SDV057725,SVC009,PDD023229,2024-10-31,1,0
SDV057726,SVC016,PDD023292,2024-10-31,1,20000
SDV057727,SVC017,PDD022967,2024-10-31,3,1500000
SDV057728,SVC003,PDD023292,2024-10-31,1,0
SDV057729,SVC023,PDD023293,2024-10-31,3,900000
SDV057730,SVC021,PDD023293,2024-10-31,3,0
SDV057731,SVC017,PDD023235,2024-10-31,3,1500000
SDV057732,SVC024,PDD023292,2024-10-31,1,100000
SDV057733,SVC005,PDD023236,2024-10-31,1,800000
SDV057734,SVC004,PDD023291,2024-10-31,1,1200000
SDV057735,SVC007,PDD023249,2024-10-31,1,200000
SDV057736,SVC022,PDD023226,2024-10-31,3,0
SDV057737,SVC015,PDD023226,2024-10-31,1,0
SDV057738,SVC008,PDD023249,2024-10-31,3,0
SDV057739,SVC003,PDD023248,2024-10-31,3,0
SDV057740,SVC014,PDD023292,2024-10-31,1,3000000
SDV057741,SVC008,PDD023216,2024-10-31,3,0
SDV057742,SVC002,PDD023221,2024-10-31,1,120000
SDV057743,SVC020,PDD023245,2024-10-31,3,0
SDV057744,SVC022,PDD023245,2024-10-31,1,0
SDV057745,SVC015,PDD023245,2024-10-31,2,0
SDV057746,SVC019,PDD023245,2024-10-31,3,300000
SDV057747,SVC012,PDD023288,2024-10-31,3,1500000
SDV057748,SVC025,PDD023222,2024-10-31,3,750000
SDV057749,SVC005,PDD023282,2024-10-31,1,800000
SDV057750,SVC005,PDD023283,2024-10-31,1,800000
SDV057751,SVC008,PDD023223,2024-10-31,2,0
SDV057752,SVC010,PDD023223,2024-10-31,3,600000
SDV057753,SVC021,PDD023287,2024-10-31,3,0
SDV057754,SVC017,PDD022981,2024-10-31,2,1000000
SDV057755,SVC023,PDD023288,2024-10-31,3,900000
SDV057756,SVC024,PDD023226,2024-10-31,3,300000
SDV057757,SVC025,PDD023243,2024-10-31,3,750000
SDV057758,SVC001,PDD023222,2024-10-31,2,600000
SDV057759,SVC002,PDD023031,2024-10-31,3,360000
SDV057760,SVC004,PDD023122,2024-10-31,1,1200000
SDV057761,SVC010,PDD023089,2024-10-31,2,400000
SDV057762,SVC018,PDD023100,2024-10-31,3,6000000
SDV057763,SVC011,PDD023097,2024-10-31,2,700000
SDV057764,SVC024,PDD023152,2024-10-31,3,300000
SDV057765,SVC015,PDD023153,2024-10-31,2,0
SDV057766,SVC012,PDD023154,2024-10-31,2,1000000
SDV057767,SVC013,PDD023154,2024-10-31,3,450000
SDV057768,SVC025,PDD023093,2024-10-31,3,750000
SDV057769,SVC004,PDD023198,2024-10-31,1,1200000
SDV057770,SVC005,PDD023147,2024-10-31,1,800000
SDV057771,SVC009,PDD023158,2024-10-31,2,0
SDV057772,SVC021,PDD023159,2024-10-31,2,0
SDV057773,SVC014,PDD023161,2024-10-31,1,3000000
SDV057774,SVC025,PDD023161,2024-10-31,2,500000
SDV057775,SVC005,PDD023082,2024-10-31,3,2400000
SDV057776,SVC001,PDD023078,2024-10-31,3,900000
SDV057777,SVC003,PDD023075,2024-10-31,2,0
SDV057778,SVC010,PDD023168,2024-10-31,2,400000
SDV057779,SVC023,PDD023069,2024-10-31,1,300000
SDV057780,SVC021,PDD023082,2024-10-31,2,0
SDV057781,SVC016,PDD023145,2024-10-31,1,20000
SDV057782,SVC025,PDD023143,2024-10-31,2,500000
SDV057783,SVC006,PDD023143,2024-10-31,3,900000
SDV057784,SVC005,PDD023123,2024-10-31,2,1600000
SDV057785,SVC005,PDD023125,2024-10-31,2,1600000
SDV057786,SVC025,PDD023128,2024-10-31,1,250000
SDV057787,SVC008,PDD023129,2024-10-31,2,0
SDV057788,SVC013,PDD023129,2024-10-31,2,300000
SDV057789,SVC017,PDD023131,2024-10-31,2,1000000
SDV057790,SVC020,PDD023116,2024-10-31,3,0
SDV057791,SVC007,PDD023116,2024-10-31,2,400000
SDV057792,SVC009,PDD023115,2024-10-31,3,0
SDV057793,SVC017,PDD023115,2024-10-31,1,500000
SDV057794,SVC023,PDD023133,2024-10-31,1,300000
SDV057795,SVC016,PDD023134,2024-10-31,3,60000
SDV057796,SVC025,PDD023135,2024-10-31,1,250000
SDV057797,SVC025,PDD023262,2024-10-31,3,750000
SDV057798,SVC022,PDD023113,2024-10-31,2,0
SDV057799,SVC017,PDD023111,2024-10-31,2,1000000
SDV057800,SVC002,PDD023111,2024-10-31,3,360000
SDV057801,SVC016,PDD023140,2024-10-31,1,20000
SDV057802,SVC003,PDD023109,2024-10-31,2,0
SDV057803,SVC018,PDD023069,2024-10-31,2,4000000
SDV057804,SVC001,PDD023068,2024-10-31,2,600000
SDV057805,SVC004,PDD023263,2024-10-31,1,1200000
SDV057806,SVC008,PDD023064,2024-10-31,1,0
SDV057807,SVC008,PDD023187,2024-10-31,2,0
SDV057808,SVC014,PDD023183,2024-10-31,3,9000000
SDV057809,SVC023,PDD023182,2024-10-31,1,300000
SDV057810,SVC017,PDD023037,2024-10-31,1,500000
SDV057811,SVC015,PDD022967,2024-10-31,3,0
SDV057812,SVC006,PDD023180,2024-10-31,3,900000
SDV057813,SVC015,PDD023196,2024-10-31,1,0
SDV057814,SVC013,PDD023195,2024-10-31,3,450000
SDV057815,SVC023,PDD023122,2024-10-31,2,600000
SDV057816,SVC011,PDD023042,2024-10-31,3,1050000
SDV057817,SVC023,PDD023183,2024-10-31,1,300000
SDV057818,SVC022,PDD023068,2024-10-31,3,0
SDV057819,SVC010,PDD023197,2024-10-31,2,400000
SDV057820,SVC002,PDD023053,2024-10-31,1,120000
SDV057821,SVC011,PDD023315,2024-11-01,3,1050000
SDV057822,SVC011,PDD023314,2024-11-01,1,350000
SDV057823,SVC014,PDD023355,2024-11-01,1,3000000
SDV057824,SVC002,PDD023343,2024-11-01,1,120000
SDV057825,SVC024,PDD023343,2024-11-01,1,100000
SDV057826,SVC020,PDD023334,2024-11-01,2,0
SDV057827,SVC019,PDD023278,2024-11-01,3,300000
SDV057828,SVC020,PDD023317,2024-11-01,1,0
SDV057829,SVC024,PDD023315,2024-11-01,1,100000
SDV057830,SVC011,PDD023355,2024-11-01,2,700000
SDV057831,SVC010,PDD023279,2024-11-01,1,200000
SDV057832,SVC010,PDD023282,2024-11-01,2,400000
SDV057833,SVC011,PDD023355,2024-11-01,3,1050000
SDV057834,SVC005,PDD023342,2024-11-01,1,800000
SDV057835,SVC009,PDD023280,2024-11-01,3,0
SDV057836,SVC007,PDD023315,2024-11-01,3,600000
SDV057837,SVC015,PDD023309,2024-11-01,3,0
SDV057838,SVC003,PDD023276,2024-11-01,3,0
SDV057839,SVC002,PDD023310,2024-11-01,1,120000
SDV057840,SVC012,PDD023264,2024-11-01,2,1000000
SDV057841,SVC001,PDD023338,2024-11-01,1,300000
SDV057842,SVC024,PDD023338,2024-11-01,2,200000
SDV057843,SVC003,PDD023338,2024-11-01,1,0
SDV057844,SVC015,PDD023336,2024-11-01,3,0
SDV057845,SVC014,PDD023269,2024-11-01,1,3000000
SDV057846,SVC013,PDD023312,2024-11-01,1,150000
SDV057847,SVC016,PDD023271,2024-11-01,3,60000
SDV057848,SVC021,PDD023336,2024-11-01,2,0
SDV057849,SVC017,PDD023271,2024-11-01,3,1500000
SDV057850,SVC013,PDD023336,2024-11-01,2,300000
SDV057851,SVC007,PDD023309,2024-11-01,1,200000
SDV057852,SVC009,PDD023272,2024-11-01,2,0
SDV057853,SVC025,PDD023335,2024-11-01,1,250000
SDV057854,SVC014,PDD023313,2024-11-01,2,6000000
SDV057855,SVC007,PDD023338,2024-11-01,3,600000
SDV057856,SVC017,PDD023272,2024-11-01,2,1000000
SDV057857,SVC009,PDD023338,2024-11-01,3,0
SDV057858,SVC024,PDD023340,2024-11-01,1,100000
SDV057859,SVC013,PDD023274,2024-11-01,1,150000
SDV057860,SVC011,PDD023274,2024-11-01,2,700000
SDV057861,SVC019,PDD023335,2024-11-01,2,200000
SDV057862,SVC009,PDD023335,2024-11-01,2,0
SDV057863,SVC015,PDD023355,2024-11-01,3,0
SDV057864,SVC023,PDD023345,2024-11-01,1,300000
SDV057865,SVC004,PDD023344,2024-11-01,2,2400000
SDV057866,SVC021,PDD023328,2024-11-01,3,0
SDV057867,SVC011,PDD023306,2024-11-01,1,350000
SDV057868,SVC003,PDD023347,2024-11-01,2,0
SDV057869,SVC008,PDD023306,2024-11-01,2,0
SDV057870,SVC014,PDD023302,2024-11-01,1,3000000
SDV057871,SVC003,PDD023303,2024-11-01,3,0
SDV057872,SVC025,PDD023325,2024-11-01,2,500000
SDV057873,SVC017,PDD023325,2024-11-01,2,1000000
SDV057874,SVC013,PDD023303,2024-11-01,1,150000
SDV057875,SVC001,PDD023322,2024-11-01,2,600000
SDV057876,SVC007,PDD023328,2024-11-01,3,600000
SDV057877,SVC022,PDD023322,2024-11-01,2,0
SDV057878,SVC011,PDD023348,2024-11-01,3,1050000
SDV057879,SVC014,PDD023303,2024-11-01,1,3000000
SDV057880,SVC025,PDD023349,2024-11-01,2,500000
