MaDanhGia,MaPhongDuocDat,ThoiGian,DiemDanhGia,NhanXet
DGPDD027651_1,PDD027651,2025-01-05,5,Tuyệt vời!
DGPDD027704_2,PDD027704,2025-01-05,5,"Rất hài lòng, sẽ quay lại."
DGPDD027646_1,PDD027646,2025-01-05,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027693_1,PDD027693,2025-01-05,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027703_1,PDD027703,2025-01-05,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027708_1,PDD027708,2025-01-05,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027688_1,PDD027688,2025-01-05,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027948_1,PDD027948,2025-01-05,3,"Phục vụ trung bình, giá hợp lý."
DGPDD028022_1,PDD028022,2025-01-06,2,Không hài lòng lắm.
DGPDD027879_2,PDD027879,2025-01-06,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027929_2,PDD027929,2025-01-06,2,Không hài lòng lắm.
DGPDD027806_1,PDD027806,2025-01-06,5,Dịch vụ hoàn hảo.
DGPDD027802_1,PDD027802,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028070_1,PDD028070,2025-01-06,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027919_1,PDD027919,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027904_2,PDD027904,2025-01-06,5,Dịch vụ hoàn hảo.
DGPDD028025_1,PDD028025,2025-01-06,5,Tuyệt vời!
DGPDD027912_1,PDD027912,2025-01-06,5,Dịch vụ hoàn hảo.
DGPDD027805_2,PDD027805,2025-01-06,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027793_2,PDD027793,2025-01-06,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027949_1,PDD027949,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027931_1,PDD027931,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027859_1,PDD027859,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027965_1,PDD027965,2025-01-06,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027978_1,PDD027978,2025-01-06,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027839_1,PDD027839,2025-01-06,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027838_1,PDD027838,2025-01-06,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027837_1,PDD027837,2025-01-06,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027835_2,PDD027835,2025-01-06,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027863_1,PDD027863,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028009_2,PDD028009,2025-01-06,2,Không hài lòng lắm.
DGPDD027886_2,PDD027886,2025-01-06,5,Dịch vụ hoàn hảo.
DGPDD027994_1,PDD027994,2025-01-06,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027821_1,PDD027821,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027933_1,PDD027933,2025-01-06,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD028004_1,PDD028004,2025-01-06,5,Tuyệt vời!
DGPDD027817_1,PDD027817,2025-01-06,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD028008_1,PDD028008,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027814_1,PDD027814,2025-01-06,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027811_1,PDD027811,2025-01-06,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027827_1,PDD027827,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027932_1,PDD027932,2025-01-06,5,Tuyệt vời!
DGPDD027872_1,PDD027872,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027763_1,PDD027763,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027623_2,PDD027623,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027741_1,PDD027741,2025-01-06,2,Không hài lòng lắm.
DGPDD027692_2,PDD027692,2025-01-06,5,Tuyệt vời!
DGPDD027617_1,PDD027617,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027712_1,PDD027712,2025-01-06,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027612_2,PDD027612,2025-01-06,5,Dịch vụ hoàn hảo.
DGPDD027739_1,PDD027739,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027682_1,PDD027682,2025-01-06,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027608_2,PDD027608,2025-01-06,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027768_1,PDD027768,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027769_1,PDD027769,2025-01-06,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027773_2,PDD027773,2025-01-06,5,Dịch vụ hoàn hảo.
DGPDD027753_1,PDD027753,2025-01-06,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027606_1,PDD027606,2025-01-06,5,Dịch vụ hoàn hảo.
DGPDD027733_1,PDD027733,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027593_1,PDD027593,2025-01-06,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027790_1,PDD027790,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027512_2,PDD027512,2025-01-06,2,Không hài lòng lắm.
DGPDD027718_1,PDD027718,2025-01-06,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027783_1,PDD027783,2025-01-06,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027654_2,PDD027654,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027629_1,PDD027629,2025-01-06,5,Tuyệt vời!
DGPDD027782_1,PDD027782,2025-01-06,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027780_2,PDD027780,2025-01-06,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027777_2,PDD027777,2025-01-06,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027576_2,PDD027576,2025-01-06,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027552_2,PDD027552,2025-01-06,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027685_2,PDD027685,2025-01-06,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027678_2,PDD027678,2025-01-07,5,Dịch vụ hoàn hảo.
DGPDD027671_2,PDD027671,2025-01-07,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027667_1,PDD027667,2025-01-07,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027682_2,PDD027682,2025-01-07,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027669_2,PDD027669,2025-01-07,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027792_1,PDD027792,2025-01-07,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027691_1,PDD027691,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028113_1,PDD028113,2025-01-07,5,Tuyệt vời!
DGPDD028123_1,PDD028123,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027655_1,PDD027655,2025-01-07,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027894_1,PDD027894,2025-01-07,5,"Rất hài lòng, sẽ quay lại."
DGPDD028135_1,PDD028135,2025-01-07,5,Dịch vụ hoàn hảo.
DGPDD027890_1,PDD027890,2025-01-07,5,Dịch vụ hoàn hảo.
DGPDD027887_1,PDD027887,2025-01-07,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027712_2,PDD027712,2025-01-07,5,Tuyệt vời!
DGPDD028150_1,PDD028150,2025-01-07,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027918_1,PDD027918,2025-01-07,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027940_1,PDD027940,2025-01-07,5,Tuyệt vời!
DGPDD027962_1,PDD027962,2025-01-07,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD028109_1,PDD028109,2025-01-07,3,"Phục vụ trung bình, giá hợp lý."
DGPDD028035_2,PDD028035,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028048_1,PDD028048,2025-01-07,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD028027_1,PDD028027,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028057_1,PDD028057,2025-01-07,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027595_2,PDD027595,2025-01-07,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD028062_1,PDD028062,2025-01-07,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD028005_1,PDD028005,2025-01-07,3,"Phục vụ trung bình, giá hợp lý."
DGPDD028001_1,PDD028001,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028000_1,PDD028000,2025-01-07,5,Tuyệt vời!
DGPDD028064_1,PDD028064,2025-01-07,3,"Phục vụ trung bình, giá hợp lý."
DGPDD028070_2,PDD028070,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027943_1,PDD027943,2025-01-07,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD028074_1,PDD028074,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027976_1,PDD027976,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027974_1,PDD027974,2025-01-07,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027973_1,PDD027973,2025-01-07,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027968_1,PDD027968,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027882_1,PDD027882,2025-01-07,3,"Phục vụ trung bình, giá hợp lý."
DGPDD028096_1,PDD028096,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027956_1,PDD027956,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027951_1,PDD027951,2025-01-07,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027646_2,PDD027646,2025-01-07,5,"Rất hài lòng, sẽ quay lại."
DGPDD027945_1,PDD027945,2025-01-07,5,Dịch vụ hoàn hảo.
DGPDD028104_1,PDD028104,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027621_2,PDD027621,2025-01-07,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027881_1,PDD027881,2025-01-07,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027914_1,PDD027914,2025-01-07,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD028156_1,PDD028156,2025-01-07,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027776_1,PDD027776,2025-01-07,5,Dịch vụ hoàn hảo.
DGPDD027864_1,PDD027864,2025-01-07,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027863_2,PDD027863,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027808_1,PDD027808,2025-01-07,5,Dịch vụ hoàn hảo.
DGPDD027844_1,PDD027844,2025-01-07,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027861_1,PDD027861,2025-01-07,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027839_2,PDD027839,2025-01-07,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027743_1,PDD027743,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027829_1,PDD027829,2025-01-07,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027815_1,PDD027815,2025-01-07,5,Tuyệt vời!
DGPDD028169_1,PDD028169,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027820_1,PDD027820,2025-01-07,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027852_1,PDD027852,2025-01-07,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027826_1,PDD027826,2025-01-07,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027754_1,PDD027754,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027806_2,PDD027806,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027747_1,PDD027747,2025-01-07,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027737_2,PDD027737,2025-01-07,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027725_1,PDD027725,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027795_1,PDD027795,2025-01-07,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027789_1,PDD027789,2025-01-07,3,"Phục vụ trung bình, giá hợp lý."
DGPDD028172_1,PDD028172,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027799_1,PDD027799,2025-01-07,5,Tuyệt vời!
DGPDD027877_1,PDD027877,2025-01-07,5,Tuyệt vời!
DGPDD027731_2,PDD027731,2025-01-07,5,Tuyệt vời!
DGPDD027736_2,PDD027736,2025-01-07,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027803_1,PDD027803,2025-01-07,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028085_1,PDD028085,2025-01-08,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD028068_1,PDD028068,2025-01-08,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027833_1,PDD027833,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028081_1,PDD028081,2025-01-08,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD028176_1,PDD028176,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028064_2,PDD028064,2025-01-08,5,"Rất hài lòng, sẽ quay lại."
DGPDD028092_1,PDD028092,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027827_2,PDD027827,2025-01-08,5,"Rất hài lòng, sẽ quay lại."
DGPDD027963_1,PDD027963,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027965_2,PDD027965,2025-01-08,2,Không hài lòng lắm.
DGPDD028084_1,PDD028084,2025-01-08,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027967_1,PDD027967,2025-01-08,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD028078_1,PDD028078,2025-01-08,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027974_2,PDD027974,2025-01-08,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027971_1,PDD027971,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027718_2,PDD027718,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028193_1,PDD028193,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028033_1,PDD028033,2025-01-08,3,"Phục vụ trung bình, giá hợp lý."
DGPDD028043_1,PDD028043,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027783_2,PDD027783,2025-01-08,5,Dịch vụ hoàn hảo.
DGPDD028026_1,PDD028026,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028024_1,PDD028024,2025-01-08,1,"Rất tệ, không quay lại."
DGPDD028052_1,PDD028052,2025-01-08,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD028186_1,PDD028186,2025-01-08,5,"Rất hài lòng, sẽ quay lại."
DGPDD028057_2,PDD028057,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028058_1,PDD028058,2025-01-08,2,Không hài lòng lắm.
DGPDD027992_1,PDD027992,2025-01-08,3,"Phục vụ trung bình, giá hợp lý."
DGPDD028016_1,PDD028016,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027809_1,PDD027809,2025-01-08,5,Tuyệt vời!
DGPDD028007_1,PDD028007,2025-01-08,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027812_1,PDD027812,2025-01-08,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD028004_2,PDD028004,2025-01-08,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027751_1,PDD027751,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027767_1,PDD027767,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027817_2,PDD027817,2025-01-08,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027758_1,PDD027758,2025-01-08,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027822_1,PDD027822,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028010_1,PDD028010,2025-01-08,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD028002_1,PDD028002,2025-01-08,5,Dịch vụ hoàn hảo.
DGPDD028093_1,PDD028093,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028213_1,PDD028213,2025-01-08,2,Không hài lòng lắm.
DGPDD027933_2,PDD027933,2025-01-08,5,Tuyệt vời!
DGPDD027851_1,PDD027851,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028212_1,PDD028212,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028251_1,PDD028251,2025-01-08,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027837_2,PDD027837,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027921_1,PDD027921,2025-01-08,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027857_1,PDD027857,2025-01-08,5,Dịch vụ hoàn hảo.
DGPDD027858_1,PDD027858,2025-01-08,5,"Rất hài lòng, sẽ quay lại."
DGPDD028040_1,PDD028040,2025-01-08,5,Tuyệt vời!
DGPDD027913_1,PDD027913,2025-01-08,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027792_2,PDD027792,2025-01-08,5,Dịch vụ hoàn hảo.
DGPDD028240_1,PDD028240,2025-01-08,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD028134_1,PDD028134,2025-01-08,5,Tuyệt vời!
DGPDD027896_1,PDD027896,2025-01-08,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027895_1,PDD027895,2025-01-08,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD027892_1,PDD027892,2025-01-08,5,"Rất hài lòng, sẽ quay lại."
DGPDD028146_1,PDD028146,2025-01-08,5,Dịch vụ hoàn hảo.
DGPDD027872_2,PDD027872,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027877_2,PDD027877,2025-01-08,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027725_2,PDD027725,2025-01-08,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027884_1,PDD027884,2025-01-08,2,Không hài lòng lắm.
DGPDD028150_2,PDD028150,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028128_1,PDD028128,2025-01-08,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027936_1,PDD027936,2025-01-08,5,"Rất hài lòng, sẽ quay lại."
DGPDD028042_1,PDD028042,2025-01-08,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027749_1,PDD027749,2025-01-08,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027629_2,PDD027629,2025-01-08,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027958_1,PDD027958,2025-01-08,3,"Phục vụ trung bình, giá hợp lý."
DGPDD027750_1,PDD027750,2025-01-08,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027942_1,PDD027942,2025-01-08,5,Tuyệt vời!
DGPDD027849_1,PDD027849,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027944_1,PDD027944,2025-01-08,5,Dịch vụ hoàn hảo.
DGPDD027844_2,PDD027844,2025-01-08,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD027841_1,PDD027841,2025-01-08,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028098_1,PDD028098,2025-01-08,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD028102_1,PDD028102,2025-01-09,3,"Phục vụ trung bình, giá hợp lý."
DGPDD028101_1,PDD028101,2025-01-09,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028084_2,PDD028084,2025-01-09,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD028098_2,PDD028098,2025-01-09,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028142_1,PDD028142,2025-01-09,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD028074_2,PDD028074,2025-01-09,5,"Rất hài lòng, sẽ quay lại."
DGPDD028085_2,PDD028085,2025-01-09,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD028058_2,PDD028058,2025-01-09,5,Dịch vụ hoàn hảo.
DGPDD028264_1,PDD028264,2025-01-09,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD028146_2,PDD028146,2025-01-09,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD028045_1,PDD028045,2025-01-09,2,"Phòng hơi bẩn, phục vụ chưa tốt."
DGPDD028097_1,PDD028097,2025-01-09,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028228_1,PDD028228,2025-01-09,2,Không hài lòng lắm.
DGPDD028173_1,PDD028173,2025-01-09,2,Không hài lòng lắm.
DGPDD028060_1,PDD028060,2025-01-09,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028157_1,PDD028157,2025-01-09,5,Tuyệt vời!
DGPDD028124_1,PDD028124,2025-01-09,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028109_2,PDD028109,2025-01-09,5,Dịch vụ hoàn hảo.
DGPDD028180_1,PDD028180,2025-01-09,1,Trải nghiệm tồi tệ.
DGPDD028069_1,PDD028069,2025-01-09,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028272_1,PDD028272,2025-01-09,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD028171_1,PDD028171,2025-01-09,5,Dịch vụ hoàn hảo.
DGPDD028266_1,PDD028266,2025-01-09,5,Tuyệt vời!
DGPDD028213_2,PDD028213,2025-01-09,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028125_1,PDD028125,2025-01-09,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028079_1,PDD028079,2025-01-09,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD028062_2,PDD028062,2025-01-09,5,Tuyệt vời!
DGPDD028219_1,PDD028219,2025-01-09,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD028082_1,PDD028082,2025-01-09,5,Dịch vụ hoàn hảo.
DGPDD028200_1,PDD028200,2025-01-09,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD028114_1,PDD028114,2025-01-09,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD028121_1,PDD028121,2025-01-09,4,"Nhân viên thân thiện, phòng sạch sẽ."
DGPDD028075_1,PDD028075,2025-01-09,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028063_1,PDD028063,2025-01-09,5,Tuyệt vời!
DGPDD028093_2,PDD028093,2025-01-09,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
DGPDD027992_2,PDD027992,2025-01-09,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD028030_1,PDD028030,2025-01-09,4,"Tốt, nhưng còn vài điểm cần cải thiện."
DGPDD027970_1,PDD027970,2025-01-09,3,"Tạm ổn, cần nâng cấp một số tiện nghi."
