MaPhong,MaKhachSan,LoaiPhong,GiaNiemYet,TrangThai
TNH002_R013,TNH002,Deluxe Room,1800000,Đang dọn
TNH002_R014,TNH002,Superior Room,1500000,Đang sử dụng
TNH002_R015,TNH002,Superior Room,1500000,Trống
TNH002_R016,TNH002,Superior Room,1500000,Trống
TNH002_R017,TNH002,Executive Room,2400000,Trống
TNH002_R018,TNH002,Junior Suite,2800000,Đang sử dụng
TNH002_R019,TNH002,Suite,3500000,Trống
TNH002_R020,TNH002,Family Room,2200000,Trống
TNH002_R021,TNH002,Family Room,2200000,Đang sử dụng
TNH002_R022,TNH002,Connecting Room,2000000,Đang sử dụng
TNH002_R023,TNH002,Twin Room,1700000,Trống
TNH002_R024,TNH002,Double Room,1700000,Đang dọn
TNH002_R025,TNH002,Single Room,1000000,Trống
TNH002_R026,TNH002,Studio Room,1300000,Trống
TNH002_R027,TNH002,Accessible Room,1100000,Trống
TBI001_R001,TBI001,Standard Room,1200000,Đang sử dụng
TBI001_R002,TBI001,Standard Room,1200000,Đang sử dụng
TBI001_R003,TBI001,Standard Room,1200000,Đang dọn
TBI001_R004,TBI001,Standard Room,1200000,Trống
TBI001_R005,TBI001,Standard Room,1200000,Trống
TBI001_R006,TBI001,Deluxe Room,1800000,Trống
TBI001_R007,TBI001,Deluxe Room,1800000,Đang sử dụng
TBI001_R008,TBI001,Deluxe Room,1800000,Đang dọn
TBI001_R009,TBI001,Deluxe Room,1800000,Đang dọn
TBI001_R010,TBI001,Superior Room,1500000,Đang dọn
TBI001_R011,TBI001,Superior Room,1500000,Trống
TBI001_R012,TBI001,Executive Room,2400000,Trống
TBI001_R013,TBI001,Junior Suite,2800000,Đang dọn
TBI001_R014,TBI001,Suite,3500000,Đang dọn
TBI001_R015,TBI001,Family Room,2200000,Trống
TBI001_R016,TBI001,Connecting Room,2000000,Đang dọn
TBI001_R017,TBI001,Twin Room,1700000,Trống
TBI001_R018,TBI001,Double Room,1700000,Trống
TBI002_R001,TBI002,Standard Room,1200000,Đang sử dụng
TBI002_R002,TBI002,Standard Room,1200000,Trống
TBI002_R003,TBI002,Standard Room,1200000,Trống
TBI002_R004,TBI002,Standard Room,1200000,Đang dọn
TBI002_R005,TBI002,Standard Room,1200000,Đang dọn
TBI002_R006,TBI002,Standard Room,1200000,Trống
TBI002_R007,TBI002,Deluxe Room,1800000,Trống
TBI002_R008,TBI002,Deluxe Room,1800000,Đang dọn
TBI002_R009,TBI002,Deluxe Room,1800000,Đang dọn
TBI002_R010,TBI002,Deluxe Room,1800000,Đang dọn
TBI002_R011,TBI002,Superior Room,1500000,Trống
TBI002_R012,TBI002,Superior Room,1500000,Trống
TBI002_R013,TBI002,Executive Room,2400000,Đang dọn
TBI002_R014,TBI002,Junior Suite,2800000,Trống
TBI002_R015,TBI002,Suite,3500000,Trống
TBI002_R016,TBI002,Family Room,2200000,Trống
TBI002_R017,TBI002,Connecting Room,2000000,Đang sử dụng
TBI002_R018,TBI002,Twin Room,1700000,Trống
TBI002_R019,TBI002,Double Room,1700000,Đang sử dụng
THA001_R001,THA001,Standard Room,1200000,Đang sử dụng
THA001_R002,THA001,Standard Room,1200000,Đang dọn
THA001_R003,THA001,Standard Room,1200000,Trống
THA001_R004,THA001,Standard Room,1200000,Đang sử dụng
THA001_R005,THA001,Standard Room,1200000,Đang dọn
THA001_R006,THA001,Standard Room,1200000,Trống
THA001_R007,THA001,Deluxe Room,1800000,Trống
THA001_R008,THA001,Deluxe Room,1800000,Đang dọn
THA001_R009,THA001,Deluxe Room,1800000,Trống
THA001_R010,THA001,Deluxe Room,1800000,Đang dọn
THA001_R011,THA001,Superior Room,1500000,Trống
THA001_R012,THA001,Superior Room,1500000,Đang sử dụng
THA001_R013,THA001,Executive Room,2400000,Trống
THA001_R014,THA001,Junior Suite,2800000,Đang dọn
THA001_R015,THA001,Suite,3500000,Đang dọn
THA001_R016,THA001,Family Room,2200000,Đang sử dụng
THA001_R017,THA001,Connecting Room,2000000,Đang sử dụng
THA001_R018,THA001,Twin Room,1700000,Đang dọn
THA001_R019,THA001,Double Room,1700000,Trống
THA002_R001,THA002,Standard Room,1200000,Trống
THA002_R002,THA002,Standard Room,1200000,Đang dọn
THA002_R003,THA002,Standard Room,1200000,Đang dọn
THA002_R004,THA002,Standard Room,1200000,Trống
THA002_R005,THA002,Standard Room,1200000,Đang dọn
THA002_R006,THA002,Deluxe Room,1800000,Đang sử dụng
THA002_R007,THA002,Deluxe Room,1800000,Đang sử dụng
THA002_R008,THA002,Deluxe Room,1800000,Trống
THA002_R009,THA002,Superior Room,1500000,Đang sử dụng
THA002_R010,THA002,Superior Room,1500000,Trống
THA002_R011,THA002,Executive Room,2400000,Trống
THA002_R012,THA002,Junior Suite,2800000,Đang sử dụng
THA002_R013,THA002,Suite,3500000,Đang dọn
THA002_R014,THA002,Family Room,2200000,Trống
THA002_R015,THA002,Connecting Room,2000000,Đang sử dụng
THA002_R016,THA002,Twin Room,1700000,Đang sử dụng
THA002_R017,THA002,Double Room,1700000,Trống
TTH001_R001,TTH001,Standard Room,1200000,Trống
TTH001_R002,TTH001,Standard Room,1200000,Đang sử dụng
TTH001_R003,TTH001,Standard Room,1200000,Trống
TTH001_R004,TTH001,Standard Room,1200000,Đang dọn
TTH001_R005,TTH001,Standard Room,1200000,Đang dọn
TTH001_R006,TTH001,Standard Room,1200000,Đang sử dụng
TTH001_R007,TTH001,Standard Room,1200000,Trống
TTH001_R008,TTH001,Deluxe Room,1800000,Đang sử dụng
TTH001_R009,TTH001,Deluxe Room,1800000,Đang sử dụng
TTH001_R010,TTH001,Deluxe Room,1800000,Đang sử dụng
TTH001_R011,TTH001,Deluxe Room,1800000,Đang dọn
TTH001_R012,TTH001,Deluxe Room,1800000,Đang dọn
TTH001_R013,TTH001,Superior Room,1500000,Đang sử dụng
TTH001_R014,TTH001,Superior Room,1500000,Trống
TTH001_R015,TTH001,Superior Room,1500000,Đang dọn
TTH001_R016,TTH001,Executive Room,2400000,Đang sử dụng
TTH001_R017,TTH001,Junior Suite,2800000,Đang sử dụng
TTH001_R018,TTH001,Suite,3500000,Đang dọn
TTH001_R019,TTH001,Family Room,2200000,Trống
TTH001_R020,TTH001,Family Room,2200000,Đang dọn
TTH001_R021,TTH001,Connecting Room,2000000,Đang sử dụng
TTH001_R022,TTH001,Twin Room,1700000,Trống
TTH001_R023,TTH001,Double Room,1700000,Đang sử dụng
TTH002_R001,TTH002,Standard Room,1200000,Trống
TTH002_R002,TTH002,Standard Room,1200000,Đang sử dụng
TTH002_R003,TTH002,Standard Room,1200000,Đang sử dụng
TTH002_R004,TTH002,Standard Room,1200000,Đang dọn
TTH002_R005,TTH002,Deluxe Room,1800000,Đang dọn
TTH002_R006,TTH002,Deluxe Room,1800000,Trống
TTH002_R007,TTH002,Superior Room,1500000,Đang sử dụng
TTH002_R008,TTH002,Executive Room,2400000,Trống
TTH002_R009,TTH002,Junior Suite,2800000,Đang dọn
TTH002_R010,TTH002,Suite,3500000,Đang dọn
TTH002_R011,TTH002,Family Room,2200000,Đang dọn
TTH002_R012,TTH002,Connecting Room,2000000,Đang dọn
TTH002_R013,TTH002,Double Room,1700000,Đang dọn
TVH001_R001,TVH001,Standard Room,1200000,Trống
TVH001_R002,TVH001,Standard Room,1200000,Trống
TVH001_R003,TVH001,Standard Room,1200000,Đang sử dụng
TVH001_R004,TVH001,Standard Room,1200000,Đang sử dụng
TVH001_R005,TVH001,Standard Room,1200000,Đang dọn
TVH001_R006,TVH001,Deluxe Room,1800000,Đang sử dụng
TVH001_R007,TVH001,Deluxe Room,1800000,Trống
TVH001_R008,TVH001,Deluxe Room,1800000,Đang dọn
TVH001_R009,TVH001,Superior Room,1500000,Trống
TVH001_R010,TVH001,Superior Room,1500000,Đang dọn
TVH001_R011,TVH001,Executive Room,2400000,Đang sử dụng
TVH001_R012,TVH001,Junior Suite,2800000,Trống
TVH001_R013,TVH001,Suite,3500000,Trống
TVH001_R014,TVH001,Family Room,2200000,Đang dọn
TVH001_R015,TVH001,Connecting Room,2000000,Trống
TVH001_R016,TVH001,Twin Room,1700000,Đang sử dụng
TVH001_R017,TVH001,Double Room,1700000,Đang sử dụng
TVH002_R001,TVH002,Standard Room,1200000,Đang dọn
TVH002_R002,TVH002,Standard Room,1200000,Trống
TVH002_R003,TVH002,Standard Room,1200000,Đang sử dụng
TVH002_R004,TVH002,Standard Room,1200000,Đang sử dụng
TVH002_R005,TVH002,Standard Room,1200000,Đang dọn
TVH002_R006,TVH002,Standard Room,1200000,Đang dọn
TVH002_R007,TVH002,Standard Room,1200000,Đang dọn
TVH002_R008,TVH002,Deluxe Room,1800000,Đang sử dụng
TVH002_R009,TVH002,Deluxe Room,1800000,Đang dọn
TVH002_R010,TVH002,Deluxe Room,1800000,Trống
TVH002_R011,TVH002,Deluxe Room,1800000,Đang sử dụng
TVH002_R012,TVH002,Superior Room,1500000,Đang dọn
TVH002_R013,TVH002,Superior Room,1500000,Đang dọn
TVH002_R014,TVH002,Superior Room,1500000,Đang dọn
TVH002_R015,TVH002,Executive Room,2400000,Trống
TVH002_R016,TVH002,Junior Suite,2800000,Đang dọn
TVH002_R017,TVH002,Suite,3500000,Trống
TVH002_R018,TVH002,Family Room,2200000,Trống
TVH002_R019,TVH002,Family Room,2200000,Đang dọn
TVH002_R020,TVH002,Connecting Room,2000000,Đang sử dụng
TVH002_R021,TVH002,Twin Room,1700000,Trống
TVH002_R022,TVH002,Double Room,1700000,Trống
VLO001_R001,VLO001,Standard Room,1200000,Đang dọn
VLO001_R002,VLO001,Standard Room,1200000,Đang dọn
VLO001_R003,VLO001,Standard Room,1200000,Đang dọn
VLO001_R004,VLO001,Standard Room,1200000,Trống
VLO001_R005,VLO001,Deluxe Room,1800000,Đang dọn
VLO001_R006,VLO001,Deluxe Room,1800000,Đang dọn
VLO001_R007,VLO001,Deluxe Room,1800000,Trống
VLO001_R008,VLO001,Superior Room,1500000,Trống
VLO001_R009,VLO001,Superior Room,1500000,Đang dọn
VLO001_R010,VLO001,Executive Room,2400000,Đang sử dụng
VLO001_R011,VLO001,Junior Suite,2800000,Trống
VLO001_R012,VLO001,Suite,3500000,Trống
VLO001_R013,VLO001,Family Room,2200000,Trống
VLO001_R014,VLO001,Connecting Room,2000000,Trống
VLO001_R015,VLO001,Twin Room,1700000,Trống
VLO001_R016,VLO001,Double Room,1700000,Đang dọn
VLO002_R001,VLO002,Standard Room,1200000,Đang dọn
VLO002_R002,VLO002,Standard Room,1200000,Đang sử dụng
VLO002_R003,VLO002,Standard Room,1200000,Đang dọn
VLO002_R004,VLO002,Standard Room,1200000,Trống
VLO002_R005,VLO002,Standard Room,1200000,Đang sử dụng
VLO002_R006,VLO002,Standard Room,1200000,Đang dọn
VLO002_R007,VLO002,Standard Room,1200000,Trống
VLO002_R008,VLO002,Standard Room,1200000,Đang sử dụng
VLO002_R009,VLO002,Standard Room,1200000,Trống
VLO002_R010,VLO002,Standard Room,1200000,Trống
VLO002_R011,VLO002,Deluxe Room,1800000,Đang sử dụng
VLO002_R012,VLO002,Deluxe Room,1800000,Trống
VLO002_R013,VLO002,Deluxe Room,1800000,Đang sử dụng
VLO002_R014,VLO002,Deluxe Room,1800000,Đang sử dụng
VLO002_R015,VLO002,Deluxe Room,1800000,Trống
VLO002_R016,VLO002,Deluxe Room,1800000,Trống
VLO002_R017,VLO002,Deluxe Room,1800000,Đang sử dụng
VLO002_R018,VLO002,Superior Room,1500000,Đang sử dụng
VLO002_R019,VLO002,Superior Room,1500000,Đang sử dụng
VLO002_R020,VLO002,Superior Room,1500000,Trống
VLO002_R021,VLO002,Superior Room,1500000,Đang dọn
VLO002_R022,VLO002,Executive Room,2400000,Đang dọn
VLO002_R023,VLO002,Executive Room,2400000,Đang sử dụng
VLO002_R024,VLO002,Junior Suite,2800000,Đang sử dụng
VLO002_R025,VLO002,Junior Suite,2800000,Đang dọn
VLO002_R026,VLO002,Suite,3500000,Đang dọn
VLO002_R027,VLO002,Suite,3500000,Trống
VLO002_R028,VLO002,Family Room,2200000,Đang sử dụng
VLO002_R029,VLO002,Family Room,2200000,Trống
VLO002_R030,VLO002,Connecting Room,2000000,Đang dọn
VLO002_R031,VLO002,Connecting Room,2000000,Trống
VLO002_R032,VLO002,Twin Room,1700000,Trống
VLO002_R033,VLO002,Double Room,1700000,Đang sử dụng
VLO002_R034,VLO002,Double Room,1700000,Đang dọn
VLO002_R035,VLO002,Single Room,1000000,Trống
VLO002_R036,VLO002,Studio Room,1300000,Đang dọn
VLO002_R037,VLO002,Accessible Room,1100000,Đang dọn
VPC001_R001,VPC001,Standard Room,1200000,Đang dọn
VPC001_R002,VPC001,Standard Room,1200000,Đang sử dụng
VPC001_R003,VPC001,Standard Room,1200000,Trống
VPC001_R004,VPC001,Standard Room,1200000,Đang dọn
VPC001_R005,VPC001,Standard Room,1200000,Đang sử dụng
VPC001_R006,VPC001,Standard Room,1200000,Trống
VPC001_R007,VPC001,Standard Room,1200000,Đang dọn
VPC001_R008,VPC001,Standard Room,1200000,Trống
VPC001_R009,VPC001,Standard Room,1200000,Trống
VPC001_R010,VPC001,Deluxe Room,1800000,Đang sử dụng
VPC001_R011,VPC001,Deluxe Room,1800000,Đang dọn
VPC001_R012,VPC001,Deluxe Room,1800000,Trống
VPC001_R013,VPC001,Deluxe Room,1800000,Đang sử dụng
VPC001_R014,VPC001,Deluxe Room,1800000,Trống
VPC001_R015,VPC001,Deluxe Room,1800000,Đang sử dụng
VPC001_R016,VPC001,Superior Room,1500000,Đang sử dụng
VPC001_R017,VPC001,Superior Room,1500000,Đang sử dụng
VPC001_R018,VPC001,Superior Room,1500000,Đang dọn
VPC001_R019,VPC001,Superior Room,1500000,Đang dọn
VPC001_R020,VPC001,Executive Room,2400000,Đang sử dụng
VPC001_R021,VPC001,Junior Suite,2800000,Đang sử dụng
VPC001_R022,VPC001,Suite,3500000,Trống
VPC001_R023,VPC001,Family Room,2200000,Đang dọn
VPC001_R024,VPC001,Family Room,2200000,Trống
VPC001_R025,VPC001,Connecting Room,2000000,Đang dọn
VPC001_R026,VPC001,Twin Room,1700000,Đang dọn
VPC001_R027,VPC001,Double Room,1700000,Trống
VPC001_R028,VPC001,Single Room,1000000,Đang sử dụng
VPC001_R029,VPC001,Studio Room,1300000,Đang sử dụng
VPC001_R030,VPC001,Accessible Room,1100000,Đang sử dụng
VPC002_R001,VPC002,Standard Room,1200000,Trống
VPC002_R002,VPC002,Standard Room,1200000,Đang dọn
VPC002_R003,VPC002,Standard Room,1200000,Trống
VPC002_R004,VPC002,Standard Room,1200000,Trống
VPC002_R005,VPC002,Standard Room,1200000,Đang dọn
VPC002_R006,VPC002,Deluxe Room,1800000,Đang dọn
VPC002_R007,VPC002,Deluxe Room,1800000,Đang sử dụng
VPC002_R008,VPC002,Deluxe Room,1800000,Đang sử dụng
VPC002_R009,VPC002,Superior Room,1500000,Trống
VPC002_R010,VPC002,Superior Room,1500000,Trống
VPC002_R011,VPC002,Executive Room,2400000,Đang dọn
VPC002_R012,VPC002,Junior Suite,2800000,Trống
VPC002_R013,VPC002,Suite,3500000,Đang dọn
VPC002_R014,VPC002,Family Room,2200000,Đang sử dụng
VPC002_R015,VPC002,Connecting Room,2000000,Đang dọn
VPC002_R016,VPC002,Twin Room,1700000,Đang dọn
VPC002_R017,VPC002,Double Room,1700000,Đang dọn
YBI001_R001,YBI001,Standard Room,1200000,Đang sử dụng
YBI001_R002,YBI001,Standard Room,1200000,Đang sử dụng
YBI001_R003,YBI001,Standard Room,1200000,Trống
YBI001_R004,YBI001,Standard Room,1200000,Trống
YBI001_R005,YBI001,Standard Room,1200000,Trống
YBI001_R006,YBI001,Standard Room,1200000,Đang sử dụng
YBI001_R007,YBI001,Deluxe Room,1800000,Đang dọn
YBI001_R008,YBI001,Deluxe Room,1800000,Đang sử dụng
YBI001_R009,YBI001,Deluxe Room,1800000,Trống
YBI001_R010,YBI001,Deluxe Room,1800000,Đang sử dụng
YBI001_R011,YBI001,Superior Room,1500000,Đang sử dụng
YBI001_R012,YBI001,Superior Room,1500000,Đang sử dụng
YBI001_R013,YBI001,Executive Room,2400000,Đang sử dụng
YBI001_R014,YBI001,Junior Suite,2800000,Đang dọn
YBI001_R015,YBI001,Suite,3500000,Đang sử dụng
YBI001_R016,YBI001,Family Room,2200000,Trống
YBI001_R017,YBI001,Connecting Room,2000000,Đang dọn
YBI001_R018,YBI001,Twin Room,1700000,Đang sử dụng
YBI001_R019,YBI001,Double Room,1700000,Trống
YBI002_R001,YBI002,Standard Room,1200000,Đang sử dụng
YBI002_R002,YBI002,Standard Room,1200000,Trống
YBI002_R003,YBI002,Standard Room,1200000,Đang dọn
YBI002_R004,YBI002,Standard Room,1200000,Đang sử dụng
YBI002_R005,YBI002,Standard Room,1200000,Trống
YBI002_R006,YBI002,Standard Room,1200000,Đang sử dụng
YBI002_R007,YBI002,Standard Room,1200000,Trống
YBI002_R008,YBI002,Standard Room,1200000,Trống
YBI002_R009,YBI002,Standard Room,1200000,Đang dọn
YBI002_R010,YBI002,Standard Room,1200000,Đang sử dụng
YBI002_R011,YBI002,Deluxe Room,1800000,Đang dọn
YBI002_R012,YBI002,Deluxe Room,1800000,Trống
YBI002_R013,YBI002,Deluxe Room,1800000,Đang dọn
YBI002_R014,YBI002,Deluxe Room,1800000,Trống
YBI002_R015,YBI002,Deluxe Room,1800000,Đang dọn
YBI002_R016,YBI002,Deluxe Room,1800000,Đang dọn
YBI002_R017,YBI002,Deluxe Room,1800000,Trống
YBI002_R018,YBI002,Superior Room,1500000,Đang sử dụng
YBI002_R019,YBI002,Superior Room,1500000,Trống
YBI002_R020,YBI002,Superior Room,1500000,Đang dọn
YBI002_R021,YBI002,Superior Room,1500000,Đang sử dụng
YBI002_R022,YBI002,Executive Room,2400000,Trống
YBI002_R023,YBI002,Executive Room,2400000,Trống
YBI002_R024,YBI002,Junior Suite,2800000,Đang sử dụng
YBI002_R025,YBI002,Junior Suite,2800000,Trống
YBI002_R026,YBI002,Suite,3500000,Đang sử dụng
YBI002_R027,YBI002,Suite,3500000,Đang dọn
YBI002_R028,YBI002,Family Room,2200000,Đang dọn
YBI002_R029,YBI002,Family Room,2200000,Đang dọn
YBI002_R030,YBI002,Connecting Room,2000000,Trống
YBI002_R031,YBI002,Connecting Room,2000000,Trống
YBI002_R032,YBI002,Twin Room,1700000,Đang sử dụng
YBI002_R033,YBI002,Double Room,1700000,Đang dọn
YBI002_R034,YBI002,Double Room,1700000,Đang sử dụng
YBI002_R035,YBI002,Single Room,1000000,Trống
YBI002_R036,YBI002,Studio Room,1300000,Trống
YBI002_R037,YBI002,Accessible Room,1100000,Đang sử dụng
